"anio","mes","programa_nivel_beneficio","beneficio_percibido_pesos_constantes"
"2020","5","Pensiones no contributivas por vejez con bonos","283821.6"
"2020","5","Pensiones no contributivas por vejez sin bonos","283821.6"
"2020","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","405459.43"
"2020","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","405459.43"
"2020","5","Prestaciones previsionales por moratoria previsional con bonos","405459.43"
"2020","5","Prestaciones previsionales por moratoria previsional sin bonos","405459.43"
"2020","5","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","405459.43"
"2020","5","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","405459.43"
"2020","5","ProHuerta",
"2020","5","Tarjetas alimentarias","128723.62"
"2020","5","Trabajo autogestionado",
"2020","5","Potenciar trabajo","216871.12"
"2020","5","Monotributo social",
"2020","5","Seguro de capacitación y empleo","30014.71"
"2020","5","Empleo independiente",
"2020","5","Jóvenes con más y mejor trabajo",
"2020","5","Programa de inserción laboral",
"2020","5","Asistencia al trabajo, empleo y producción",
"2020","5","Programa de recuperación productiva 1",
"2020","5","Programa de respaldo a estudiantes de Argentina","72332.9"
"2020","5","Asignación por embarazo para protección social","79170.71"
"2020","5","Asignación universal por hijo","79170.71"
"2020","5","Asignación universal por hijo con discapacidad","257974.57"
"2020","6","Pensiones no contributivas por invalidez con bonos","441873.64"
"2020","6","Pensiones no contributivas por invalidez sin bonos","441873.64"
"2020","6","Pensión universal para el adulto mayor con bonos","504998.45"
"2020","6","Pensión universal para el adulto mayor sin bonos","504998.45"
"2020","6","Pensiones no contributivas por vejez con bonos","441873.64"
"2020","6","Pensiones no contributivas por vejez sin bonos","441873.64"
"2020","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","631248.06"
"2020","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","631248.06"
"2020","6","Prestaciones previsionales por moratoria previsional con bonos","631248.06"
"2020","6","Prestaciones previsionales por moratoria previsional sin bonos","631248.06"
"2020","6","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","420832.04"
"2020","6","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","420832.04"
"2020","6","ProHuerta",
"2020","6","Tarjetas alimentarias","125899.05"
"2020","6","Trabajo autogestionado",
"2020","6","Potenciar trabajo","212112.29"
"2020","6","Monotributo social",
"2020","6","Seguro de capacitación y empleo","11079.5"
"2020","6","Empleo independiente",
"2020","6","Jóvenes con más y mejor trabajo",
"2020","6","Programa de inserción laboral",
"2020","6","Asistencia al trabajo, empleo y producción",
"2020","6","Programa de recuperación productiva 1",
"2020","6","Programa de respaldo a estudiantes de Argentina","60788.89"
"2020","6","Asignación por embarazo para protección social","82174.8"
"2020","6","Asignación universal por hijo","82174.8"
"2020","6","Asignación universal por hijo con discapacidad","267760.58"
"2020","7","Pensiones no contributivas por invalidez con bonos","288992.74"
"2020","7","Pensiones no contributivas por invalidez sin bonos","288992.74"
"2020","7","Pensión universal para el adulto mayor con bonos","330277.42"
"2020","7","Pensión universal para el adulto mayor sin bonos","330277.42"
"2020","7","Pensiones no contributivas por vejez con bonos","288992.74"
"2020","7","Pensiones no contributivas por vejez sin bonos","288992.74"
"2020","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","412846.78"
"2020","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","412846.78"
"2020","7","Prestaciones previsionales por moratoria previsional con bonos","412846.78"
"2020","7","Prestaciones previsionales por moratoria previsional sin bonos","412846.78"
"2020","7","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","412846.78"
"2020","7","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","412846.78"
"2020","7","ProHuerta",
"2020","7","Tarjetas alimentarias","123510.12"
"2020","7","Trabajo autogestionado",
"2020","7","Potenciar trabajo","208087.48"
"2020","7","Monotributo social",
"2020","7","Seguro de capacitación y empleo","14248.61"
"2020","7","Empleo independiente",
"2020","7","Jóvenes con más y mejor trabajo",
"2020","7","Programa de inserción laboral",
"2020","7","Asistencia al trabajo, empleo y producción",
"2020","7","Programa de recuperación productiva 1",
"2020","7","Programa de respaldo a estudiantes de Argentina","59243.73"
"2020","7","Asignación por embarazo para protección social","80615.54"
"2020","7","Asignación universal por hijo","80615.54"
"2020","7","Asignación universal por hijo con discapacidad","262679.84"
"2020","8","Pensiones no contributivas por invalidez con bonos","281394.78"
"2020","8","Pensiones no contributivas por invalidez sin bonos","281394.78"
"2020","8","Pensión universal para el adulto mayor con bonos","321594.03"
"2020","8","Pensión universal para el adulto mayor sin bonos","321594.03"
"2020","8","Pensiones no contributivas por vejez con bonos","281394.78"
"2020","8","Pensiones no contributivas por vejez sin bonos","281394.78"
"2020","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","401992.54"
"2020","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","401992.54"
"2020","8","Prestaciones previsionales por moratoria previsional con bonos","401992.54"
"2020","8","Prestaciones previsionales por moratoria previsional sin bonos","401992.54"
"2020","8","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","401992.54"
"2020","8","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","401992.54"
"2020","8","ProHuerta",
"2020","8","Tarjetas alimentarias","120262.89"
"2020","8","Trabajo autogestionado",
"2020","8","Potenciar trabajo","202616.6"
"2020","8","Monotributo social",
"2020","8","Seguro de capacitación y empleo","22142.9"
"2020","8","Empleo independiente",
"2020","8","Jóvenes con más y mejor trabajo",
"2020","8","Programa de inserción laboral",
"2020","8","Asistencia al trabajo, empleo y producción",
"2020","8","Programa de recuperación productiva 1",
"2020","8","Programa de respaldo a estudiantes de Argentina","57590.79"
"2020","8","Asignación por embarazo para protección social","78496.06"
"2020","8","Asignación universal por hijo","78496.06"
"2020","8","Asignación universal por hijo con discapacidad","255773.67"
"2020","9","Pensiones no contributivas por invalidez con bonos","294158.4"
"2020","9","Pensiones no contributivas por invalidez sin bonos","294158.4"
"2020","9","Pensión universal para el adulto mayor con bonos","336181.02"
"2020","9","Pensión universal para el adulto mayor sin bonos","336181.02"
"2020","9","Pensiones no contributivas por vejez con bonos","294158.4"
"2020","9","Pensiones no contributivas por vejez sin bonos","294158.4"
"2020","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","420226.28"
"2020","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","420226.28"
"2020","9","Prestaciones previsionales por moratoria previsional con bonos","420226.28"
"2020","9","Prestaciones previsionales por moratoria previsional sin bonos","420226.28"
"2020","9","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","420226.28"
"2020","9","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","420226.28"
"2020","9","ProHuerta",
"2020","9","Tarjetas alimentarias","104526.7"
"2020","9","Trabajo autogestionado",
"2020","9","Potenciar trabajo","197029.78"
"2020","9","Monotributo social",
"2020","9","Seguro de capacitación y empleo","23405.75"
"2020","9","Empleo independiente",
"2020","9","Jóvenes con más y mejor trabajo",
"2020","9","Programa de inserción laboral",
"2020","9","Asistencia al trabajo, empleo y producción",
"2020","9","Programa de recuperación productiva 1",
"2020","9","Programa de respaldo a estudiantes de Argentina","55562.4"
"2020","9","Asignación por embarazo para protección social","82057.11"
"2020","9","Asignación universal por hijo","82057.11"
"2020","9","Asignación universal por hijo con discapacidad","267381.01"
"2020","10","Pensiones no contributivas por invalidez con bonos","283496.19"
"2020","10","Pensiones no contributivas por invalidez sin bonos","283496.19"
"2020","10","Pensión universal para el adulto mayor con bonos","323995.65"
"2020","10","Pensión universal para el adulto mayor sin bonos","323995.65"
"2020","10","Pensiones no contributivas por vejez con bonos","283496.19"
"2020","10","Pensiones no contributivas por vejez sin bonos","283496.19"
"2020","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","404994.56"
"2020","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","404994.56"
"2020","10","Prestaciones previsionales por moratoria previsional con bonos","404994.56"
"2020","10","Prestaciones previsionales por moratoria previsional sin bonos","404994.56"
"2020","10","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","404994.56"
"2020","10","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","404994.56"
"2020","10","ProHuerta",
"2020","10","Tarjetas alimentarias","100737.95"
"2020","10","Trabajo autogestionado",
"2020","10","Potenciar trabajo","211110.94"
"2020","10","Monotributo social",
"2020","10","Seguro de capacitación y empleo","29551.29"
"2020","10","Empleo independiente",
"2020","10","Jóvenes con más y mejor trabajo",
"2020","10","Programa de inserción laboral",
"2020","10","Asistencia al trabajo, empleo y producción",
"2020","10","Programa de recuperación productiva 1",
"2020","10","Programa de respaldo a estudiantes de Argentina","53369.74"
"2020","10","Asignación por embarazo para protección social","79082.83"
"2020","10","Asignación universal por hijo","79082.83"
"2020","10","Asignación universal por hijo con discapacidad","257689.39"
"2020","11","Pensiones no contributivas por invalidez con bonos","274812.91"
"2020","11","Pensiones no contributivas por invalidez sin bonos","274812.91"
"2020","11","Pensión universal para el adulto mayor con bonos","314071.9"
"2020","11","Pensión universal para el adulto mayor sin bonos","314071.9"
"2020","11","Pensiones no contributivas por vejez con bonos","274812.91"
"2020","11","Pensiones no contributivas por vejez sin bonos","274812.91"
"2020","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","392589.87"
"2020","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","392589.87"
"2020","11","Prestaciones previsionales por moratoria previsional con bonos","392589.87"
"2020","11","Prestaciones previsionales por moratoria previsional sin bonos","392589.87"
"2020","11","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","392589.87"
"2020","11","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","392589.87"
"2020","11","ProHuerta",
"2020","11","Tarjetas alimentarias","97652.42"
"2020","11","Trabajo autogestionado",
"2020","11","Potenciar trabajo","204644.77"
"2020","11","Monotributo social",
"2020","11","Seguro de capacitación y empleo","22589.75"
"2020","11","Empleo independiente",
"2020","11","Jóvenes con más y mejor trabajo",
"2020","11","Programa de inserción laboral",
"2020","11","Asistencia al trabajo, empleo y producción",
"2020","11","Programa de recuperación productiva 1",
"2020","11","Programa de recuperación productiva 2","193912.08"
"2020","11","Programa de respaldo a estudiantes de Argentina","51605.13"
"2020","11","Asignación por embarazo para protección social","76660.58"
"2020","11","Asignación universal por hijo","76660.58"
"2020","11","Asignación universal por hijo con discapacidad","249796.55"
"2020","12","Pensiones no contributivas por invalidez con bonos","416160.9"
"2020","12","Pensiones no contributivas por invalidez sin bonos","416160.9"
"2020","12","Pensión universal para el adulto mayor con bonos","475612.46"
"2020","12","Pensión universal para el adulto mayor sin bonos","475612.46"
"2020","12","Pensiones no contributivas por vejez con bonos","416160.9"
"2020","12","Pensiones no contributivas por vejez sin bonos","416160.9"
"2020","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","594515.57"
"2020","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","594515.57"
"2020","12","Prestaciones previsionales por moratoria previsional con bonos","594515.57"
"2020","12","Prestaciones previsionales por moratoria previsional sin bonos","594515.57"
"2020","12","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","396343.72"
"2020","12","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","396343.72"
"2020","12","ProHuerta",
"2020","12","Tarjetas alimentarias","187783.07"
"2020","12","Trabajo autogestionado",
"2020","12","Potenciar trabajo","214315.82"
"2020","12","Monotributo social",
"2020","12","Seguro de capacitación y empleo","23613.68"
"2020","12","Empleo independiente",
"2020","12","Jóvenes con más y mejor trabajo",
"2020","12","Programa de inserción laboral",
"2020","12","Asistencia al trabajo, empleo y producción",
"2020","12","Programa de recuperación productiva 1",
"2020","12","Programa de recuperación productiva 2","186438.24"
"2020","12","Programa de respaldo a estudiantes de Argentina","49367.8"
"2020","12","Asignación por embarazo para protección social","77393.56"
"2020","12","Asignación universal por hijo","77393.56"
"2020","12","Asignación universal por hijo con discapacidad","252190.15"
"2021","1","Pensiones no contributivas por invalidez con bonos","266644.1"
"2021","1","Pensiones no contributivas por invalidez sin bonos","266644.1"
"2021","1","Pensión universal para el adulto mayor con bonos","304736.12"
"2021","1","Pensión universal para el adulto mayor sin bonos","304736.12"
"2021","1","Pensiones no contributivas por vejez con bonos","266644.1"
"2021","1","Pensiones no contributivas por vejez sin bonos","266644.1"
"2021","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","380920.15"
"2021","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","380920.15"
"2021","1","Prestaciones previsionales por moratoria previsional con bonos","380920.15"
"2021","1","Prestaciones previsionales por moratoria previsional sin bonos","380920.15"
"2021","1","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","380920.15"
"2021","1","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","380920.15"
"2021","1","ProHuerta",
"2021","1","Tarjetas alimentarias","90237.91"
"2021","1","Trabajo autogestionado",
"2021","1","Potenciar trabajo","205975.8"
"2021","1","Monotributo social",
"2021","1","Seguro de capacitación y empleo","29625.45"
"2021","1","Empleo independiente",
"2021","1","Jóvenes con más y mejor trabajo",
"2021","1","Programa de inserción laboral",
"2021","1","Asistencia al trabajo, empleo y producción",
"2021","1","Programa de recuperación productiva 1",
"2021","1","Programa de recuperación productiva 2","253692.04"
"2021","1","Programa de respaldo a estudiantes de Argentina","48507.27"
"2021","1","Asignación por embarazo para protección social","74381.82"
"2021","1","Asignación universal por hijo","74381.82"
"2021","1","Asignación universal por hijo con discapacidad","242376.26"
"2021","2","Pensiones no contributivas por invalidez con bonos","257441.52"
"2021","2","Pensiones no contributivas por invalidez sin bonos","257441.52"
"2021","2","Pensión universal para el adulto mayor con bonos","294218.88"
"2021","2","Pensión universal para el adulto mayor sin bonos","294218.88"
"2021","2","Pensiones no contributivas por vejez con bonos","257441.52"
"2021","2","Pensiones no contributivas por vejez sin bonos","257441.52"
"2021","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","367773.6"
"2021","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","367773.6"
"2021","2","Prestaciones previsionales por moratoria previsional con bonos","367773.6"
"2021","2","Prestaciones previsionales por moratoria previsional sin bonos","367773.6"
"2021","2","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","367773.6"
"2021","2","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","367773.6"
"2021","2","ProHuerta",
"2021","2","Tarjetas alimentarias","130686.28"
"2021","2","Trabajo autogestionado",
"2021","2","Potenciar trabajo","198867.03"
"2021","2","Monotributo social",
"2021","2","Seguro de capacitación y empleo","42676.71"
"2021","2","Empleo independiente",
"2021","2","Jóvenes con más y mejor trabajo",
"2021","2","Programa de inserción laboral",
"2021","2","Asistencia al trabajo, empleo y producción",
"2021","2","Programa de recuperación productiva 1",
"2021","2","Programa de recuperación productiva 2","258097.72"
"2021","2","Programa de respaldo a estudiantes de Argentina","69187.1"
"2021","2","Asignación por embarazo para protección social","71814.71"
"2021","2","Asignación universal por hijo","71814.71"
"2021","2","Asignación universal por hijo con discapacidad","234011.22"
"2021","3","Pensiones no contributivas por invalidez con bonos","265446.8"
"2021","3","Pensiones no contributivas por invalidez sin bonos","265446.8"
"2021","3","Pensión universal para el adulto mayor con bonos","303367.77"
"2021","3","Pensión universal para el adulto mayor sin bonos","303367.77"
"2021","3","Pensiones no contributivas por vejez con bonos","265446.8"
"2021","3","Pensiones no contributivas por vejez sin bonos","265446.8"
"2021","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","379209.71"
"2021","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","379209.71"
"2021","3","Prestaciones previsionales por moratoria previsional con bonos","379209.71"
"2021","3","Prestaciones previsionales por moratoria previsional sin bonos","379209.71"
"2021","3","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","379209.71"
"2021","3","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","379209.71"
"2021","3","ProHuerta",
"2021","3","Tarjetas alimentarias","124687.84"
"2021","3","Trabajo autogestionado",
"2021","3","Potenciar trabajo","189739.05"
"2021","3","Monotributo social",
"2021","3","Seguro de capacitación y empleo","21400.35"
"2021","3","Empleo independiente",
"2021","3","Jóvenes con más y mejor trabajo",
"2021","3","Programa de inserción laboral",
"2021","3","Asistencia al trabajo, empleo y producción",
"2021","3","Programa de recuperación productiva 1",
"2021","3","Programa de recuperación productiva 2","257809.69"
"2021","3","Programa de respaldo a estudiantes de Argentina","77938.09"
"2021","3","Asignación por embarazo para protección social","74048.55"
"2021","3","Asignación universal por hijo","74048.55"
"2021","3","Asignación universal por hijo con discapacidad","241298.38"
"2021","4","Pensiones no contributivas por invalidez con bonos","281607.09"
"2021","4","Pensiones no contributivas por invalidez sin bonos","255040.4"
"2021","4","Pensión universal para el adulto mayor con bonos","318041.43"
"2021","4","Pensión universal para el adulto mayor sin bonos","291474.74"
"2021","4","Pensiones no contributivas por vejez con bonos","281607.09"
"2021","4","Pensiones no contributivas por vejez sin bonos","255040.4"
"2021","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","390910.12"
"2021","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","364343.43"
"2021","4","Prestaciones previsionales por moratoria previsional con bonos","390910.12"
"2021","4","Prestaciones previsionales por moratoria previsional sin bonos","364343.43"
"2021","4","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","390910.12"
"2021","4","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","364343.43"
"2021","4","ProHuerta",
"2021","4","Tarjetas alimentarias","119799.77"
"2021","4","Trabajo autogestionado",
"2021","4","Potenciar trabajo","208495.41"
"2021","4","Monotributo social",
"2021","4","Seguro de capacitación y empleo","29945.62"
"2021","4","Empleo independiente",
"2021","4","Jóvenes con más y mejor trabajo",
"2021","4","Programa de inserción laboral",
"2021","4","Asistencia al trabajo, empleo y producción",
"2021","4","Programa de recuperación productiva 1",
"2021","4","Programa de recuperación productiva 2","272495.14"
"2021","4","Programa de respaldo a estudiantes de Argentina","64574.78"
"2021","4","Asignación por embarazo para protección social","71145.61"
"2021","4","Asignación universal por hijo","71145.61"
"2021","4","Asignación universal por hijo con discapacidad","231838.68"
"2021","5","Pensiones no contributivas por invalidez con bonos","272610.93"
"2021","5","Pensiones no contributivas por invalidez sin bonos","246892.93"
"2021","5","Pensión universal para el adulto mayor con bonos","307881.35"
"2021","5","Pensión universal para el adulto mayor sin bonos","282163.35"
"2021","5","Pensiones no contributivas por vejez con bonos","272610.93"
"2021","5","Pensiones no contributivas por vejez sin bonos","246892.93"
"2021","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","378422.19"
"2021","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","352704.19"
"2021","5","Prestaciones previsionales por moratoria previsional con bonos","378422.19"
"2021","5","Prestaciones previsionales por moratoria previsional sin bonos","352704.19"
"2021","5","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","378422.19"
"2021","5","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","352704.19"
"2021","5","ProHuerta",
"2021","5","Tarjetas alimentarias","115902.6"
"2021","5","Trabajo autogestionado",
"2021","5","Potenciar trabajo","209241.64"
"2021","5","Monotributo social",
"2021","5","Seguro de capacitación y empleo","39413.01"
"2021","5","Empleo independiente",
"2021","5","Jóvenes con más y mejor trabajo",
"2021","5","Programa de inserción laboral",
"2021","5","Asistencia al trabajo, empleo y producción",
"2021","5","Programa de recuperación productiva 1",
"2021","5","Programa de recuperación productiva 2","311692.64"
"2021","5","Programa de respaldo a estudiantes de Argentina","129378.68"
"2021","5","Asignación por embarazo para protección social","68872.8"
"2021","5","Asignación universal por hijo","68872.8"
"2021","5","Asignación universal por hijo con discapacidad","224432.41"
"2021","6","Pensiones no contributivas por invalidez con bonos","402349.38"
"2021","6","Pensiones no contributivas por invalidez sin bonos","402349.38"
"2021","6","Pensión universal para el adulto mayor con bonos","459827.86"
"2021","6","Pensión universal para el adulto mayor sin bonos","459827.86"
"2021","6","Pensiones no contributivas por vejez con bonos","402349.38"
"2021","6","Pensiones no contributivas por vejez sin bonos","402349.38"
"2021","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","574784.83"
"2021","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","574784.83"
"2021","6","Prestaciones previsionales por moratoria previsional con bonos","574784.83"
"2021","6","Prestaciones previsionales por moratoria previsional sin bonos","574784.83"
"2021","6","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","383189.88"
"2021","6","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","383189.88"
"2021","6","ProHuerta",
"2021","6","Tarjetas alimentarias","129860.25"
"2021","6","Trabajo autogestionado",
"2021","6","Potenciar trabajo","209930.65"
"2021","6","Monotributo social",
"2021","6","Seguro de capacitación y empleo","41119.73"
"2021","6","Empleo independiente",
"2021","6","Jóvenes con más y mejor trabajo",
"2021","6","Programa de inserción laboral",
"2021","6","Asistencia al trabajo, empleo y producción",
"2021","6","Programa de recuperación productiva 1",
"2021","6","Programa de recuperación productiva 2","304404.57"
"2021","6","Programa de respaldo a estudiantes de Argentina","86756.71"
"2021","6","Asignación por embarazo para protección social","74828.08"
"2021","6","Asignación universal por hijo","74828.08"
"2021","6","Asignación universal por hijo con discapacidad","243839.2"
"2021","7","Pensiones no contributivas por invalidez con bonos","260420.31"
"2021","7","Pensiones no contributivas por invalidez sin bonos","260420.31"
"2021","7","Pensión universal para el adulto mayor con bonos","297623.21"
"2021","7","Pensión universal para el adulto mayor sin bonos","297623.21"
"2021","7","Pensiones no contributivas por vejez con bonos","260420.31"
"2021","7","Pensiones no contributivas por vejez sin bonos","260420.31"
"2021","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","372029.01"
"2021","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","372029.01"
"2021","7","Prestaciones previsionales por moratoria previsional con bonos","372029.01"
"2021","7","Prestaciones previsionales por moratoria previsional sin bonos","372029.01"
"2021","7","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","372029.01"
"2021","7","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","372029.01"
"2021","7","ProHuerta",
"2021","7","Tarjetas alimentarias","126407.33"
"2021","7","Trabajo autogestionado",
"2021","7","Potenciar trabajo","219494.33"
"2021","7","Monotributo social",
"2021","7","Seguro de capacitación y empleo","39580.6"
"2021","7","Empleo independiente",
"2021","7","Jóvenes con más y mejor trabajo",
"2021","7","Programa de inserción laboral",
"2021","7","Asistencia al trabajo, empleo y producción",
"2021","7","Programa de recuperación productiva 1",
"2021","7","Programa de recuperación productiva 2","298460.83"
"2021","7","Programa de respaldo a estudiantes de Argentina","77664.99"
"2021","7","Asignación por embarazo para protección social","72648.62"
"2021","7","Asignación universal por hijo","72648.62"
"2021","7","Asignación universal por hijo con discapacidad","236737.09"
"2021","8","Pensiones no contributivas por invalidez con bonos","332750.55"
"2021","8","Pensiones no contributivas por invalidez sin bonos","254068.6"
"2021","8","Pensión universal para el adulto mayor con bonos","369046.06"
"2021","8","Pensión universal para el adulto mayor sin bonos","290364.11"
"2021","8","Pensiones no contributivas por vejez con bonos","332750.55"
"2021","8","Pensiones no contributivas por vejez sin bonos","254068.6"
"2021","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","441637.09"
"2021","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","362955.14"
"2021","8","Prestaciones previsionales por moratoria previsional con bonos","441637.09"
"2021","8","Prestaciones previsionales por moratoria previsional sin bonos","362955.14"
"2021","8","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","441637.09"
"2021","8","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","362955.14"
"2021","8","ProHuerta",
"2021","8","Tarjetas alimentarias","123324.22"
"2021","8","Trabajo autogestionado",
"2021","8","Potenciar trabajo","220938.93"
"2021","8","Monotributo social",
"2021","8","Seguro de capacitación y empleo","38202.92"
"2021","8","Empleo independiente",
"2021","8","Jóvenes con más y mejor trabajo",
"2021","8","Programa de inserción laboral",
"2021","8","Asistencia al trabajo, empleo y producción",
"2021","8","Programa de recuperación productiva 1",
"2021","8","Programa de recuperación productiva 2","293052.06"
"2021","8","Programa de respaldo a estudiantes de Argentina","60223.17"
"2021","8","Asignación por embarazo para protección social","70876.7"
"2021","8","Asignación universal por hijo","70876.7"
"2021","8","Asignación universal por hijo con discapacidad","230963.01"
"2021","9","Pensiones no contributivas por invalidez con bonos","275891.53"
"2021","9","Pensiones no contributivas por invalidez sin bonos","275891.53"
"2021","9","Pensión universal para el adulto mayor con bonos","315304.61"
"2021","9","Pensión universal para el adulto mayor sin bonos","315304.61"
"2021","9","Pensiones no contributivas por vejez con bonos","275891.53"
"2021","9","Pensiones no contributivas por vejez sin bonos","275891.53"
"2021","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","394130.76"
"2021","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","394130.76"
"2021","9","Prestaciones previsionales por moratoria previsional con bonos","394130.76"
"2021","9","Prestaciones previsionales por moratoria previsional sin bonos","394130.76"
"2021","9","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","394130.76"
"2021","9","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","394130.76"
"2021","9","ProHuerta",
"2021","9","Tarjetas alimentarias","119154.65"
"2021","9","Trabajo autogestionado",
"2021","9","Potenciar trabajo","236456.38"
"2021","9","Monotributo social",
"2021","9","Seguro de capacitación y empleo","38141.36"
"2021","9","Empleo independiente",
"2021","9","Jóvenes con más y mejor trabajo",
"2021","9","Programa de inserción laboral",
"2021","9","Asistencia al trabajo, empleo y producción",
"2021","9","Programa de recuperación productiva 1",
"2021","9","Programa de recuperación productiva 2","284287.49"
"2021","9","Programa de respaldo a estudiantes de Argentina","76386.11"
"2021","9","Asignación por embarazo para protección social","76979.08"
"2021","9","Asignación universal por hijo","76979.08"
"2021","9","Asignación universal por hijo con discapacidad","250809.18"
"2021","10","Pensiones no contributivas por invalidez con bonos","266561.87"
"2021","10","Pensiones no contributivas por invalidez sin bonos","266561.87"
"2021","10","Pensión universal para el adulto mayor con bonos","304642.13"
"2021","10","Pensión universal para el adulto mayor sin bonos","304642.13"
"2021","10","Pensiones no contributivas por vejez con bonos","266561.87"
"2021","10","Pensiones no contributivas por vejez sin bonos","266561.87"
"2021","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","380802.67"
"2021","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","380802.67"
"2021","10","Prestaciones previsionales por moratoria previsional con bonos","380802.67"
"2021","10","Prestaciones previsionales por moratoria previsional sin bonos","380802.67"
"2021","10","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","380802.67"
"2021","10","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","380802.67"
"2021","10","ProHuerta",
"2021","10","Tarjetas alimentarias","115035.44"
"2021","10","Trabajo autogestionado",
"2021","10","Potenciar trabajo","235041.43"
"2021","10","Monotributo social",
"2021","10","Seguro de capacitación y empleo","35557.95"
"2021","10","Empleo independiente",
"2021","10","Jóvenes con más y mejor trabajo",
"2021","10","Programa de inserción laboral",
"2021","10","Asistencia al trabajo, empleo y producción",
"2021","10","Programa de recuperación productiva 1",
"2021","10","Programa de recuperación productiva 2","264283.18"
"2021","10","Programa de respaldo a estudiantes de Argentina","72495.59"
"2021","10","Asignación por embarazo para protección social","74375.92"
"2021","10","Asignación universal por hijo","74375.92"
"2021","10","Asignación universal por hijo con discapacidad","242327.71"
"2021","11","Pensiones no contributivas por invalidez con bonos","260060.36"
"2021","11","Pensiones no contributivas por invalidez sin bonos","260060.36"
"2021","11","Pensión universal para el adulto mayor con bonos","297211.84"
