"anio","mes","partida_ejecucion_mensual","ejecucion_mensual_millones_pesos_corrientes"
"2020","7","Integración socio urbana","0"
"2020","7","Monotributo social","0"
"2020","7","Acciones de empleo","103.85701"
"2020","7","Acciones de capacitación laboral","5.38724278"
"2020","7","Asistencia al trabajo, empleo y producción","33245.33978029"
"2020","7","Programa de respaldo a estudiantes de Argentina","0"
"2020","7","Asignaciones familiares","12200.22093574"
"2020","7","Ingreso familiar de emergencia","40139.65"
"2020","8","Pensiones no contributivas por invalidez sin bonos","12302.392268481"
"2020","8","Pensiones no contributivas por invalidez con bonos","12302.392268481"
"2020","8","Pensiones no contributivas por vejez sin bonos","17.003684334"
"2020","8","Pensiones no contributivas por vejez con bonos","17.003684334"
"2020","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","5244.19788872"
"2020","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","5244.19788872"
"2020","8","Pensión universal para el adulto mayor sin bonos","2391.878129088"
"2020","8","Pensión universal para el adulto mayor con bonos","2391.878129088"
"2020","8","Prestaciones previsionales por moratoria previsional sin bonos","61000.22018243"
"2020","8","Prestaciones previsionales por moratoria previsional con bonos","61000.22018243"
"2020","8","Políticas alimentarias","363.36503814"
"2020","8","Proyectos productivos comunitarios","-258.50114297"
"2020","8","Apoyo al empleo","11226.87498869"
"2020","8","Abordaje territorial","393.44040132"
"2020","8","Economía social","59.76683065"
"2020","8","Asistencia a la actividad cooperativa y mutual","0.159557"
"2020","8","Plan nacional de protección social","10.93377"
"2020","8","Programa social agropecuario","1.0025"
"2020","8","Integración socio urbana","0"
"2020","8","Monotributo social","0"
"2020","8","Acciones de empleo","485.81055373"
"2020","8","Acciones de capacitación laboral","64.396612"
"2020","8","Asistencia al trabajo, empleo y producción","26175.52048088"
"2020","8","Programa de respaldo a estudiantes de Argentina","3039.09540412"
"2020","8","Asignaciones familiares","12136.04794195"
"2020","8","Ingreso familiar de emergencia","81193.49"
"2020","9","Pensiones no contributivas por invalidez sin bonos","13236.952051575"
"2020","9","Pensiones no contributivas por invalidez con bonos","13236.952051575"
"2020","9","Pensiones no contributivas por vejez sin bonos","17.626680855"
"2020","9","Pensiones no contributivas por vejez con bonos","17.626680855"
"2020","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","5631.85536304"
"2020","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","5631.85536304"
"2020","9","Pensión universal para el adulto mayor sin bonos","2621.869703016"
"2020","9","Pensión universal para el adulto mayor con bonos","2621.869703016"
"2020","9","Prestaciones previsionales por moratoria previsional sin bonos","65377.39188491"
"2020","9","Prestaciones previsionales por moratoria previsional con bonos","65377.39188491"
"2020","9","Políticas alimentarias","13638.75326065"
"2020","9","Proyectos productivos comunitarios","0"
"2020","9","Apoyo al empleo","989.30871878"
"2020","9","Abordaje territorial","448.5513818"
"2020","9","Economía social","70.70397853"
"2020","9","Asistencia a la actividad cooperativa y mutual","55.5655684"
"2020","9","Plan nacional de protección social","0"
"2020","9","Programa social agropecuario","2.68877927"
"2020","9","Integración socio urbana","0"
"2020","9","Monotributo social","0"
"2020","9","Acciones de empleo","552.47544016"
"2020","9","Acciones de capacitación laboral","558.44840473"
"2020","9","Asistencia al trabajo, empleo y producción","28720.02386399"
"2020","9","Programa de respaldo a estudiantes de Argentina","2651.22635159"
"2020","9","Asignaciones familiares","14694.34641223"
"2020","9","Ingreso familiar de emergencia","5120.106532"
"2020","10","Pensiones no contributivas por invalidez sin bonos","13238.119549515"
"2020","10","Pensiones no contributivas por invalidez con bonos","13238.119549515"
"2020","10","Pensiones no contributivas por vejez sin bonos","17.626680855"
"2020","10","Pensiones no contributivas por vejez con bonos","17.626680855"
"2020","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","5627.95766029"
"2020","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","5627.95766029"
"2020","10","Pensión universal para el adulto mayor sin bonos","2667.583411176"
"2020","10","Pensión universal para el adulto mayor con bonos","2667.583411176"
"2020","10","Prestaciones previsionales por moratoria previsional sin bonos","65274.85888559"
"2020","10","Prestaciones previsionales por moratoria previsional con bonos","65274.85888559"
"2020","10","Políticas alimentarias","7815.6566548"
"2020","10","Proyectos productivos comunitarios","0"
"2020","10","Apoyo al empleo","6643.79090804"
"2020","10","Abordaje territorial","367.52596875"
"2020","10","Economía social","37.49660815"
"2020","10","Asistencia a la actividad cooperativa y mutual","1.03012764"
"2020","10","Plan nacional de protección social","4.7929984"
"2020","10","Programa social agropecuario","7.71665986"
"2020","10","Integración socio urbana","0"
"2020","10","Monotributo social","0"
"2020","10","Acciones de empleo","227.05904773"
"2020","10","Acciones de capacitación laboral","0.30938092"
"2020","10","Asistencia al trabajo, empleo y producción","29125.96538752"
"2020","10","Programa de respaldo a estudiantes de Argentina","0.00484287"
"2020","10","Asignaciones familiares","13596.59693987"
"2020","10","Ingreso familiar de emergencia","112.493468"
"2020","11","Pensiones no contributivas por invalidez sin bonos","13316.671856565"
"2020","11","Pensiones no contributivas por invalidez con bonos","13316.671856565"
"2020","11","Pensiones no contributivas por vejez sin bonos","17.626680855"
"2020","11","Pensiones no contributivas por vejez con bonos","17.626680855"
"2020","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","5623.58860744"
"2020","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","5623.58860744"
"2020","11","Pensión universal para el adulto mayor sin bonos","2707.089801096"
"2020","11","Pensión universal para el adulto mayor con bonos","2707.089801096"
"2020","11","Prestaciones previsionales por moratoria previsional sin bonos","65082.79254191"
"2020","11","Prestaciones previsionales por moratoria previsional con bonos","65082.79254191"
"2020","11","Políticas alimentarias","7458.01346"
"2020","11","Proyectos productivos comunitarios","0"
"2020","11","Apoyo al empleo","8115.671544"
"2020","11","Abordaje territorial","184.76375128"
"2020","11","Economía social","15.04700944"
"2020","11","Asistencia a la actividad cooperativa y mutual","3.0509596"
"2020","11","Plan nacional de protección social","1.09284085"
"2020","11","Programa social agropecuario","5.31698675"
"2020","11","Integración socio urbana","0"
"2020","11","Monotributo social","0"
"2020","11","Acciones de empleo","715.16744059"
"2020","11","Acciones de capacitación laboral","264.7046915"
"2020","11","Asistencia al trabajo, empleo y producción","12247.34762045"
"2020","11","Programa de respaldo a estudiantes de Argentina","0"
"2020","11","Asignaciones familiares","13342.38892544"
"2020","11","Ingreso familiar de emergencia","4880.30344901"
"2020","12","Pensiones no contributivas por invalidez sin bonos","21051.236301795"
"2020","12","Pensiones no contributivas por invalidez con bonos","21051.236301795"
"2020","12","Pensiones no contributivas por vejez sin bonos","26.54282232"
"2020","12","Pensiones no contributivas por vejez con bonos","26.54282232"
"2020","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","8852.27299203"
"2020","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","8852.27299203"
"2020","12","Pensión universal para el adulto mayor sin bonos","4355.608615632"
"2020","12","Pensión universal para el adulto mayor con bonos","4355.608615632"
"2020","12","Prestaciones previsionales por moratoria previsional sin bonos","101976.71869547"
"2020","12","Prestaciones previsionales por moratoria previsional con bonos","101976.71869547"
"2020","12","Políticas alimentarias","1230.08445401"
"2020","12","Proyectos productivos comunitarios","-0.017"
"2020","12","Apoyo al empleo","12917.3248275"
"2020","12","Abordaje territorial","492.49074026"
"2020","12","Economía social","141.15452602"
"2020","12","Asistencia a la actividad cooperativa y mutual","113.3804195"
"2020","12","Plan nacional de protección social","72.64306919"
"2020","12","Programa social agropecuario","59.30399208"
"2020","12","Integración socio urbana","0"
"2020","12","Monotributo social","0"
"2020","12","Acciones de empleo","2418.47134175"
"2020","12","Acciones de capacitación laboral","714.94908028"
"2020","12","Asistencia al trabajo, empleo y producción","10558.65470987"
"2020","12","Programa de respaldo a estudiantes de Argentina","-463.129478"
"2020","12","Asignaciones familiares","36689.96999712"
"2020","12","Ingreso familiar de emergencia","-775.30720128"
"2021","1","Pensiones no contributivas por invalidez sin bonos","14089.265870148"
"2021","1","Pensiones no contributivas por invalidez con bonos","14089.265870148"
"2021","1","Pensiones no contributivas por vejez sin bonos","17.69521488"
"2021","1","Pensiones no contributivas por vejez con bonos","17.69521488"
"2021","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","5896.76855871"
"2021","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","5896.76855871"
"2021","1","Pensión universal para el adulto mayor sin bonos","2979.399064704"
"2021","1","Pensión universal para el adulto mayor con bonos","2979.399064704"
"2021","1","Prestaciones previsionales por moratoria previsional sin bonos","68176.38366351"
"2021","1","Prestaciones previsionales por moratoria previsional con bonos","68176.38366351"
"2021","1","Políticas alimentarias","16.132437"
"2021","1","Apoyo al empleo","10108.14877959"
"2021","1","Abordaje territorial","37.33330814"
"2021","1","Economía social","2.31463206"
"2021","1","Asistencia a la actividad cooperativa y mutual","0"
"2021","1","Plan nacional de protección social","0"
"2021","1","Programa social agropecuario","5.33975959"
"2021","1","Integración socio urbana","0"
"2021","1","Monotributo social","0"
"2021","1","Acciones de empleo","0"
"2021","1","Acciones de capacitación laboral","0"
"2021","1","Asistencia al trabajo, empleo y producción","0"
"2021","1","Programa de respaldo a estudiantes de Argentina","0"
"2021","1","Asignaciones familiares","12595.46102844"
"2021","1","Ingreso familiar de emergencia","0"
"2021","2","Pensiones no contributivas por invalidez sin bonos","14113.953892836"
"2021","2","Pensiones no contributivas por invalidez con bonos","14113.953892836"
"2021","2","Pensiones no contributivas por vejez sin bonos","17.69521488"
"2021","2","Pensiones no contributivas por vejez con bonos","17.69521488"
"2021","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","5890.56305091"
"2021","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","5890.56305091"
"2021","2","Pensión universal para el adulto mayor sin bonos","3023.484819504"
"2021","2","Pensión universal para el adulto mayor con bonos","3023.484819504"
"2021","2","Prestaciones previsionales por moratoria previsional sin bonos","67959.6800018"
"2021","2","Prestaciones previsionales por moratoria previsional con bonos","67959.6800018"
"2021","2","Políticas alimentarias","400"
"2021","2","Apoyo al empleo","10229.53498862"
"2021","2","Abordaje territorial","294.05229197"
"2021","2","Economía social","2.28079241"
"2021","2","Asistencia a la actividad cooperativa y mutual","0.061654"
"2021","2","Plan nacional de protección social","0"
"2021","2","Programa social agropecuario","1.7075264"
"2021","2","Integración socio urbana","0"
"2021","2","Monotributo social","0"
"2021","2","Acciones de empleo","5160.5018548"
"2021","2","Acciones de capacitación laboral","53.82146034"
"2021","2","Asistencia al trabajo, empleo y producción","10295.57560661"
"2021","2","Programa de respaldo a estudiantes de Argentina","1746.685424"
"2021","2","Asignaciones familiares","14523.24628741"
"2021","2","Ingreso familiar de emergencia","0"
"2021","3","Pensiones no contributivas por invalidez sin bonos","15442.0818589296"
"2021","3","Pensiones no contributivas por invalidez con bonos","15442.0818589296"
"2021","3","Pensiones no contributivas por vejez sin bonos","18.5846503248"
"2021","3","Pensiones no contributivas por vejez con bonos","18.5846503248"
"2021","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","6360.271647768"
"2021","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","6360.271647768"
"2021","3","Pensión universal para el adulto mayor sin bonos","3305.2807391232"
"2021","3","Pensión universal para el adulto mayor con bonos","3305.2807391232"
"2021","3","Prestaciones previsionales por moratoria previsional sin bonos","73113.81783417"
"2021","3","Prestaciones previsionales por moratoria previsional con bonos","73113.81783417"
"2021","3","Políticas alimentarias","501.06484513"
"2021","3","Apoyo al empleo","11574.73226636"
"2021","3","Abordaje territorial","644.57748196"
"2021","3","Economía social","27.14441609"
"2021","3","Asistencia a la actividad cooperativa y mutual","107.47161555"
"2021","3","Plan nacional de protección social","5.78386776"
"2021","3","Programa social agropecuario","7.50045281"
"2021","3","Integración socio urbana","0"
"2021","3","Monotributo social","0"
"2021","3","Acciones de empleo","9305.95144116"
"2021","3","Acciones de capacitación laboral","265.39597473"
"2021","3","Asistencia al trabajo, empleo y producción","0"
"2021","3","Programa de respaldo a estudiantes de Argentina","616.88082525"
"2021","3","Asignaciones familiares","26618.15263368"
"2021","3","Ingreso familiar de emergencia","0"
"2021","4","Pensiones no contributivas por invalidez sin bonos","15618.6633970304"
"2021","4","Pensiones no contributivas por invalidez con bonos","17217.6903970304"
"2021","4","Pensiones no contributivas por vejez sin bonos","18.5846503248"
"2021","4","Pensiones no contributivas por vejez con bonos","20.4461503248"
"2021","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","6362.184791688"
"2021","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","6818.697791688"
"2021","4","Pensión universal para el adulto mayor sin bonos","3350.2910498432"
"2021","4","Pensión universal para el adulto mayor con bonos","3647.7305498432"
"2021","4","Prestaciones previsionales por moratoria previsional sin bonos","73761.11297157"
"2021","4","Prestaciones previsionales por moratoria previsional con bonos","79432.37147157"
"2021","4","Políticas alimentarias","514.371632"
"2021","4","Apoyo al empleo","11322.76875956"
"2021","4","Abordaje territorial","473.52600227"
"2021","4","Economía social","124.0275231"
"2021","4","Asistencia a la actividad cooperativa y mutual","0.49938505"
"2021","4","Plan nacional de protección social","0"
"2021","4","Programa social agropecuario","4.1662835"
"2021","4","Integración socio urbana","0"
"2021","4","Monotributo social","0"
"2021","4","Acciones de empleo","197.0189874"
"2021","4","Acciones de capacitación laboral","380.34227827"
"2021","4","Asistencia al trabajo, empleo y producción","0"
"2021","4","Programa de respaldo a estudiantes de Argentina","1500.55296"
"2021","4","Asignaciones familiares","16118.21989787"
"2021","4","Ingreso familiar de emergencia","0"
"2021","5","Pensiones no contributivas por invalidez sin bonos","15753.5453919648"
"2021","5","Pensiones no contributivas por invalidez con bonos","17366.1263919648"
"2021","5","Pensiones no contributivas por vejez sin bonos","20.7964915536"
"2021","5","Pensiones no contributivas por vejez con bonos","22.8769915536"
"2021","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","6358.543646808"
"2021","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","6814.791146808"
"2021","5","Pensión universal para el adulto mayor sin bonos","3414.2106282112"
"2021","5","Pensión universal para el adulto mayor con bonos","3717.4761282112"
"2021","5","Prestaciones previsionales por moratoria previsional sin bonos","73841.40023857"
"2021","5","Prestaciones previsionales por moratoria previsional con bonos","79512.65873857"
"2021","5","Políticas alimentarias","853.77308022"
"2021","5","Apoyo al empleo","14686.08851069"
"2021","5","Abordaje territorial","603.81507019"
"2021","5","Economía social","76.25532512"
"2021","5","Asistencia a la actividad cooperativa y mutual","0.49690575"
"2021","5","Plan nacional de protección social","0"
"2021","5","Programa social agropecuario","29.90779171"
"2021","5","Integración socio urbana","53.49491706"
"2021","5","Monotributo social","0"
"2021","5","Acciones de empleo","8981.6539498"
"2021","5","Acciones de capacitación laboral","193.58621287"
"2021","5","Asistencia al trabajo, empleo y producción","0"
"2021","5","Programa de respaldo a estudiantes de Argentina","1650.624845"
"2021","5","Asignaciones familiares","15223.41575192"
"2021","5","Ingreso familiar de emergencia","0"
"2021","6","Pensiones no contributivas por invalidez sin bonos","26674.335929115"
"2021","6","Pensiones no contributivas por invalidez con bonos","26674.335929115"
"2021","6","Pensiones no contributivas por vejez sin bonos","29.991490704"
"2021","6","Pensiones no contributivas por vejez con bonos","29.991490704"
"2021","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","10688.263859685"
"2021","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","10688.263859685"
"2021","6","Pensión universal para el adulto mayor sin bonos","5855.082960384"
"2021","6","Pensión universal para el adulto mayor con bonos","5855.082960384"
"2021","6","Prestaciones previsionales por moratoria previsional sin bonos","122998.02617809"
"2021","6","Prestaciones previsionales por moratoria previsional con bonos","122998.02617809"
"2021","6","Políticas alimentarias","1052.91721201"
"2021","6","Apoyo al empleo","15839.95969658"
"2021","6","Abordaje territorial","598.18645454"
"2021","6","Economía social","129.27300878"
"2021","6","Asistencia a la actividad cooperativa y mutual","286.95470911"
"2021","6","Plan nacional de protección social","28.99272"
"2021","6","Programa social agropecuario","19.31399232"
"2021","6","Integración socio urbana","33.30103064"
"2021","6","Monotributo social","0"
"2021","6","Acciones de empleo","9005.85730656"
"2021","6","Acciones de capacitación laboral","612.69682494"
"2021","6","Asistencia al trabajo, empleo y producción","10.41895527"
"2021","6","Programa de respaldo a estudiantes de Argentina","7141.19434575"
"2021","6","Asignaciones familiares","27096.16043564"
"2021","6","Ingreso familiar de emergencia","0"
"2021","7","Pensiones no contributivas por invalidez sin bonos","17847.01971129"
"2021","7","Pensiones no contributivas por invalidez con bonos","17847.01971129"
"2021","7","Pensiones no contributivas por vejez sin bonos","19.994327136"
"2021","7","Pensiones no contributivas por vejez con bonos","19.994327136"
"2021","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","7124.70197529"
"2021","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","7124.70197529"
"2021","7","Pensión universal para el adulto mayor sin bonos","3979.981896016"
"2021","7","Pensión universal para el adulto mayor con bonos","3979.981896016"
"2021","7","Prestaciones previsionales por moratoria previsional sin bonos","82826.83100189"
"2021","7","Prestaciones previsionales por moratoria previsional con bonos","82826.83100189"
"2021","7","Políticas alimentarias","901.47153992"
"2021","7","Apoyo al empleo","22386.68518186"
"2021","7","Abordaje territorial","882.90804277"
"2021","7","Economía social","25.1813729"
"2021","7","Asistencia a la actividad cooperativa y mutual","82.92285"
"2021","7","Plan nacional de protección social","51.77081517"
"2021","7","Programa social agropecuario","14.35549568"
"2021","7","Integración socio urbana","41.74371653"
"2021","7","Monotributo social","0"
"2021","7","Acciones de empleo","12545.14476635"
"2021","7","Acciones de capacitación laboral","366.45100002"
"2021","7","Asistencia al trabajo, empleo y producción","7.5018119"
"2021","7","Programa de respaldo a estudiantes de Argentina","0"
"2021","7","Asignaciones familiares","23719.64380847"
"2021","7","Ingreso familiar de emergencia","0"
"2021","8","Pensiones no contributivas por invalidez sin bonos","17899.876161692"
"2021","8","Pensiones no contributivas por invalidez con bonos","23345.436161692"
"2021","8","Pensiones no contributivas por vejez sin bonos","19.994327136"
"2021","8","Pensiones no contributivas por vejez con bonos","25.954327136"
"2021","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","7120.06597059"
"2021","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","8638.91097059"
"2021","8","Pensión universal para el adulto mayor sin bonos","4045.116608816"
"2021","8","Pensión universal para el adulto mayor con bonos","5114.831608816"
"2021","8","Prestaciones previsionales por moratoria previsional sin bonos","82405.24696263"
"2021","8","Prestaciones previsionales por moratoria previsional con bonos","101309.44196263"
"2021","8","Políticas alimentarias","143.15941926"
"2021","8","Apoyo al empleo","20034.51947708"
"2021","8","Abordaje territorial","460.96201314"
"2021","8","Economía social","49.51894578"
"2021","8","Asistencia a la actividad cooperativa y mutual","10.18238095"
"2021","8","Plan nacional de protección social","0"
"2021","8","Programa social agropecuario","7.15719226"
"2021","8","Integración socio urbana","62.70587217"
"2021","8","Monotributo social","0"
"2021","8","Acciones de empleo","10888.10829578"
"2021","8","Acciones de capacitación laboral","497.8457182"
"2021","8","Asistencia al trabajo, empleo y producción","1.2517061"
"2021","8","Programa de respaldo a estudiantes de Argentina","8991.612112"
"2021","8","Asignaciones familiares","26670.84175927"
"2021","8","Ingreso familiar de emergencia","0"
"2021","9","Pensiones no contributivas por invalidez sin bonos","20149.940339382"
"2021","9","Pensiones no contributivas por invalidez con bonos","20149.940339382"
"2021","9","Pensiones no contributivas por vejez sin bonos","21.647812942"
"2021","9","Pensiones no contributivas por vejez con bonos","21.647812942"
"2021","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","8000.869389014"
"2021","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","8000.869389014"
"2021","9","Pensión universal para el adulto mayor sin bonos","4645.4552723136"
"2021","9","Pensión universal para el adulto mayor con bonos","4645.4552723136"
"2021","9","Prestaciones previsionales por moratoria previsional sin bonos","92284.91782638"
"2021","9","Prestaciones previsionales por moratoria previsional con bonos","92284.91782638"
"2021","9","Políticas alimentarias","2085.62674967"
"2021","9","Apoyo al empleo","21669.9339712"
"2021","9","Abordaje territorial","670.71487273"
"2021","9","Economía social","40.88284128"
"2021","9","Asistencia a la actividad cooperativa y mutual","97.60099088"
"2021","9","Plan nacional de protección social","101.86676776"
"2021","9","Programa social agropecuario","17.2773433"
"2021","9","Integración socio urbana","98.2534256"
"2021","9","Monotributo social","0"
"2021","9","Acciones de empleo","9382.36116648"
"2021","9","Acciones de capacitación laboral","567.2239988"
"2021","9","Asistencia al trabajo, empleo y producción","-713.06270023"
"2021","9","Programa de respaldo a estudiantes de Argentina","3678.830984"
"2021","9","Asignaciones familiares","21895.97462125"
"2021","9","Ingreso familiar de emergencia","0"
"2021","10","Pensiones no contributivas por invalidez sin bonos","20126.1440762704"
"2021","10","Pensiones no contributivas por invalidez con bonos","20126.1440762704"
"2021","10","Pensiones no contributivas por vejez sin bonos","21.647812942"
"2021","10","Pensiones no contributivas por vejez con bonos","21.647812942"
"2021","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","8005.068821054"
"2021","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","8005.068821054"
"2021","10","Pensión universal para el adulto mayor sin bonos","4728.4484921856"
"2021","10","Pensión universal para el adulto mayor con bonos","4728.4484921856"
"2021","10","Prestaciones previsionales por moratoria previsional sin bonos","92932.63524849"
"2021","10","Prestaciones previsionales por moratoria previsional con bonos","92932.63524849"
"2021","10","Políticas alimentarias","118.19034333"
"2021","10","Apoyo al empleo","21319.5736071"
"2021","10","Abordaje territorial","637.25456985"
"2021","10","Economía social","24.91233388"
"2021","10","Asistencia a la actividad cooperativa y mutual","0.3171373"
"2021","10","Plan nacional de protección social","26.1525456"
"2021","10","Programa social agropecuario","4.93628"
"2021","10","Integración socio urbana","73.21109004"
"2021","10","Monotributo social","0"
"2021","10","Acciones de empleo","8984.34125561"
"2021","10","Acciones de capacitación laboral","631.01011441"
"2021","10","Asistencia al trabajo, empleo y producción","-8.734456"
"2021","10","Programa de respaldo a estudiantes de Argentina","5450"
"2021","10","Asignaciones familiares","19752.27245146"
"2021","10","Ingreso familiar de emergencia","0.18"
"2021","11","Pensiones no contributivas por invalidez sin bonos","20030.1279510388"
"2021","11","Pensiones no contributivas por invalidez con bonos","20030.1279510388"
"2021","11","Pensiones no contributivas por vejez sin bonos","21.647812942"
"2021","11","Pensiones no contributivas por vejez con bonos","21.647812942"
"2021","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","8004.550372654"
"2021","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","8004.550372654"
"2021","11","Pensión universal para el adulto mayor sin bonos","4813.8473126336"
"2021","11","Pensión universal para el adulto mayor con bonos","4813.8473126336"
"2021","11","Prestaciones previsionales por moratoria previsional sin bonos","94568.03436514"
"2021","11","Prestaciones previsionales por moratoria previsional con bonos","94568.03436514"
"2021","11","Políticas alimentarias","806.09128206"
"2021","11","Apoyo al empleo","22812.10928253"
"2021","11","Abordaje territorial","1418.96297643"
"2021","11","Economía social","81.67273756"
"2021","11","Asistencia a la actividad cooperativa y mutual","180.08122863"
"2021","11","Plan nacional de protección social","89.49463917"
"2021","11","Programa social agropecuario","35.68639299"
"2021","11","Integración socio urbana","48.94572402"
"2021","11","Monotributo social","0"
"2021","11","Acciones de empleo","9409.57760848"
"2021","11","Acciones de capacitación laboral","704.63578823"
"2021","11","Asistencia al trabajo, empleo y producción","-30.38474668"
"2021","11","Programa de respaldo a estudiantes de Argentina","6000"
"2021","11","Asignaciones familiares","22428.17462331"
"2021","11","Ingreso familiar de emergencia","0.02"
"2021","11","Prestación Alimentar","17200.55779364"
"2021","12","Pensiones no contributivas por invalidez sin bonos","33706.8432641304"
"2021","12","Pensiones no contributivas por invalidez con bonos","42386.2992641304"
"2021","12","Pensiones no contributivas por vejez sin bonos","34.7928740523"
"2021","12","Pensiones no contributivas por vejez con bonos","43.5688740523"
"2021","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","13462.1621947215"
"2021","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","15893.2661947215"
"2021","12","Pensión universal para el adulto mayor sin bonos","8229.4724393856"
"2021","12","Pensión universal para el adulto mayor con bonos","10075.0244393856"
"2021","12","Prestaciones previsionales por moratoria previsional sin bonos","157849.24510044"
"2021","12","Prestaciones previsionales por moratoria previsional con bonos","188095.95710044"
"2021","12","Políticas alimentarias","3428.02310652"
"2021","12","Apoyo al empleo","39853.52780452"
"2021","12","Abordaje territorial","2708.11493373"
"2021","12","Economía social","424.33072857"
"2021","12","Asistencia a la actividad cooperativa y mutual","180.53960334"
"2021","12","Plan nacional de protección social","119.9033652"
"2021","12","Programa social agropecuario","77.68761298"
"2021","12","Integración socio urbana","199.30705986"
"2021","12","Monotributo social","0"
"2021","12","Acciones de empleo","10518.28311963"
"2021","12","Acciones de capacitación laboral","1344.98391383"
"2021","12","Asistencia al trabajo, empleo y producción","102.71523416"
"2021","12","Programa de respaldo a estudiantes de Argentina","6782.39645225"
"2021","12","Asignaciones familiares","22445.63833895"
"2021","12","Ingreso familiar de emergencia","0.12"
"2021","12","Prestación Alimentar","26377.75144418"
"2022","1","Pensiones no contributivas por invalidez sin bonos","22511.1461540238"
"2022","1","Pensiones no contributivas por invalidez con bonos","22511.1461540238"
"2022","1","Pensiones no contributivas por vejez sin bonos","23.1952493682"
"2022","1","Pensiones no contributivas por vejez con bonos","23.1952493682"
"2022","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","8980.326536532"
"2022","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","8980.326536532"
"2022","1","Pensión universal para el adulto mayor sin bonos","5620.960978776"
"2022","1","Pensión universal para el adulto mayor con bonos","5620.960978776"
"2022","1","Prestaciones previsionales por moratoria previsional sin bonos","107318.65209404"
"2022","1","Prestaciones previsionales por moratoria previsional con bonos","107318.65209404"
"2022","1","Políticas alimentarias","0"
"2022","1","Apoyo al empleo","21829.3643371"
"2022","1","Abordaje territorial","605.20985192"
"2022","1","Economía social","47.35763644"
"2022","1","Asistencia a la actividad cooperativa y mutual","0"
"2022","1","Plan nacional de protección social","0"
"2022","1","Programa social agropecuario","0"
"2022","1","Integración socio urbana","6.70865916"
"2022","1","Monotributo social","0"
"2022","1","Acciones de empleo","397.73223063"
"2022","1","Acciones de capacitación laboral","22.457129"
"2022","1","Asistencia al trabajo, empleo y producción","0"
"2022","1","Programa de respaldo a estudiantes de Argentina","3387.9"
"2022","1","Asignaciones familiares","20838.63341522"
"2022","1","Ingreso familiar de emergencia","0.03"
"2022","1","Prestación Alimentar","18257.874907"
"2022","2","Pensiones no contributivas por invalidez sin bonos","22569.6408216552"
"2022","2","Pensiones no contributivas por invalidez con bonos","22569.6408216552"
"2022","2","Pensiones no contributivas por vejez sin bonos","23.1952493682"
"2022","2","Pensiones no contributivas por vejez con bonos","23.1952493682"
"2022","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","8977.100695602"
"2022","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","8977.100695602"
"2022","2","Pensión universal para el adulto mayor sin bonos","5724.722622528"
"2022","2","Pensión universal para el adulto mayor con bonos","5724.722622528"
"2022","2","Prestaciones previsionales por moratoria previsional sin bonos","107511.21436784"
"2022","2","Prestaciones previsionales por moratoria previsional con bonos","107511.21436784"
"2022","2","Políticas alimentarias","1000"
"2022","2","Apoyo al empleo","25624.74836443"
"2022","2","Abordaje territorial","1626.68063803"
"2022","2","Economía social","3.22372688"
"2022","2","Asistencia a la actividad cooperativa y mutual","0.0379058"
"2022","2","Plan nacional de protección social","17.34408871"
"2022","2","Programa social agropecuario","7.5422362"
"2022","2","Integración socio urbana","0"
"2022","2","Monotributo social","0"
"2022","2","Acciones de empleo","2249.274666"
