"anio","mes","programa_ejecucion_mensual","ejecucion_mensual_millones_pesos_corrientes"
"2017","7","Ingreso familiar de emergencia","0"
"2017","7","Programa de respaldo a estudiantes de Argentina","0"
"2017","7","Jefes de hogar","0"
"2017","8","Pensiones no contributivas por invalidez","4831.24557235"
"2017","8","Pensiones no contributivas por vejez","38.48270945"
"2017","8","Pensiones no contributivas para madres de 7 o más hijos","2011.71864546"
"2017","8","Pensión universal para el adulto mayor","298.53901419"
"2017","8","Prestaciones previsionales por moratoria previsional","23548.05287021"
"2017","8","Tarjetas alimentarias","24.30095491"
"2017","8","Prestación Alimentar","0"
"2017","8","Proyectos productivos comunitarios","469.19016"
"2017","8","Ellas hacen + Argentina trabaja","1138.71678814"
"2017","8","Hacemos futuro","0"
"2017","8","Potenciar trabajo","0"
"2017","8","Monotributo social","286.376863"
"2017","8","Programa de empleo comunitario","0"
"2017","8","Programa de recuperación productiva","34.1152"
"2017","8","Seguro de capacitación y empleo","48.977635"
"2017","8","Asistencia al trabajo, empleo y producción","0"
"2017","8","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","4900.26738274"
"2017","8","Ingreso familiar de emergencia","0"
"2017","8","Programa de respaldo a estudiantes de Argentina","1800.71406"
"2017","8","Jefes de hogar","0"
"2017","9","Pensiones no contributivas por invalidez","5391.09980717"
"2017","9","Pensiones no contributivas por vejez","16.09653298"
"2017","9","Pensiones no contributivas para madres de 7 o más hijos","2275.83571722"
"2017","9","Pensión universal para el adulto mayor","434.52385756"
"2017","9","Prestaciones previsionales por moratoria previsional","26648.89954102"
"2017","9","Tarjetas alimentarias","30.2752495"
"2017","9","Prestación Alimentar","0"
"2017","9","Proyectos productivos comunitarios","454.03513"
"2017","9","Ellas hacen + Argentina trabaja","1125.13174692"
"2017","9","Hacemos futuro","0"
"2017","9","Potenciar trabajo","0"
"2017","9","Monotributo social","288.2386895"
"2017","9","Programa de empleo comunitario","0"
"2017","9","Programa de recuperación productiva","226.72382824"
"2017","9","Seguro de capacitación y empleo","54.22432317"
"2017","9","Asistencia al trabajo, empleo y producción","0"
"2017","9","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","5449.11323755"
"2017","9","Ingreso familiar de emergencia","0"
"2017","9","Programa de respaldo a estudiantes de Argentina","1211.55336"
"2017","9","Jefes de hogar","0"
"2017","10","Pensiones no contributivas por invalidez","5395.87824347"
"2017","10","Pensiones no contributivas por vejez","16.09653298"
"2017","10","Pensiones no contributivas para madres de 7 o más hijos","2273.62172053"
"2017","10","Pensión universal para el adulto mayor","444.37259846"
"2017","10","Prestaciones previsionales por moratoria previsional","26528.59541067"
"2017","10","Tarjetas alimentarias","16.25736402"
"2017","10","Prestación Alimentar","0"
"2017","10","Proyectos productivos comunitarios","21.79558698"
"2017","10","Ellas hacen + Argentina trabaja","734.77140515"
"2017","10","Hacemos futuro","0"
"2017","10","Potenciar trabajo","0"
"2017","10","Monotributo social","120.431494"
"2017","10","Programa de empleo comunitario","0"
"2017","10","Programa de recuperación productiva","0"
"2017","10","Seguro de capacitación y empleo","34.78140016"
"2017","10","Asistencia al trabajo, empleo y producción","0"
"2017","10","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","5129.32387432"
"2017","10","Ingreso familiar de emergencia","0"
"2017","10","Programa de respaldo a estudiantes de Argentina","704.21868"
"2017","10","Jefes de hogar","0"
"2017","11","Pensiones no contributivas por invalidez","5378.12599753"
"2017","11","Pensiones no contributivas por vejez","16.09653298"
"2017","11","Pensiones no contributivas para madres de 7 o más hijos","2280.31410957"
"2017","11","Pensión universal para el adulto mayor","454.68359858"
"2017","11","Prestaciones previsionales por moratoria previsional","26647.77956167"
"2017","11","Tarjetas alimentarias","31.8108188"
"2017","11","Prestación Alimentar","0"
"2017","11","Proyectos productivos comunitarios","1329.15505"
"2017","11","Ellas hacen + Argentina trabaja","1490.31132947"
"2017","11","Hacemos futuro","0"
"2017","11","Potenciar trabajo","0"
"2017","11","Monotributo social","288.0216475"
"2017","11","Programa de empleo comunitario","0"
"2017","11","Programa de recuperación productiva","8.6596"
"2017","11","Seguro de capacitación y empleo","40.76508688"
"2017","11","Asistencia al trabajo, empleo y producción","0"
"2017","11","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","4966.00054915"
"2017","11","Ingreso familiar de emergencia","0"
"2017","11","Programa de respaldo a estudiantes de Argentina","747.03204"
"2017","11","Jefes de hogar","0"
"2017","12","Pensiones no contributivas por invalidez","8103.36967242"
"2017","12","Pensiones no contributivas por vejez","23.126718615"
"2017","12","Pensiones no contributivas para madres de 7 o más hijos","3415.23666378"
"2017","12","Pensión universal para el adulto mayor","657.4429129"
"2017","12","Prestaciones previsionales por moratoria previsional","39657.18828943"
"2017","12","Tarjetas alimentarias","48.66513282"
"2017","12","Prestación Alimentar","0"
"2017","12","Proyectos productivos comunitarios","1069.10846"
"2017","12","Ellas hacen + Argentina trabaja","1778.01630704"
"2017","12","Hacemos futuro","0"
"2017","12","Potenciar trabajo","0"
"2017","12","Monotributo social","459.325074"
"2017","12","Programa de empleo comunitario","0"
"2017","12","Programa de recuperación productiva","126.443774"
"2017","12","Seguro de capacitación y empleo","80.41146337"
"2017","12","Asistencia al trabajo, empleo y producción","0"
"2017","12","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","5614.57653961"
"2017","12","Ingreso familiar de emergencia","0"
"2017","12","Programa de respaldo a estudiantes de Argentina","683.03628"
"2017","12","Jefes de hogar","0"
"2018","1","Pensiones no contributivas por invalidez","5565.25199791"
"2018","1","Pensiones no contributivas por vejez","15.41781241"
"2018","1","Pensiones no contributivas para madres de 7 o más hijos","2273.85921785"
"2018","1","Pensión universal para el adulto mayor","483.27491791"
"2018","1","Prestaciones previsionales por moratoria previsional","25411.64892473"
"2018","1","Tarjetas alimentarias","5.6127198"
"2018","1","Prestación Alimentar","0"
"2018","1","Proyectos productivos comunitarios","872.062"
"2018","1","Ellas hacen + Argentina trabaja","0"
"2018","1","Hacemos futuro","1193.84702952"
"2018","1","Potenciar trabajo","0"
"2018","1","Monotributo social","155.40172824"
"2018","1","Programa de empleo comunitario","0"
"2018","1","Programa de recuperación productiva","11.939"
"2018","1","Seguro de capacitación y empleo","0.013275"
"2018","1","Asistencia al trabajo, empleo y producción","0"
"2018","1","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","4736.83711952"
"2018","1","Ingreso familiar de emergencia","0"
"2018","1","Programa de respaldo a estudiantes de Argentina","768.93048"
"2018","1","Jefes de hogar","0"
"2018","2","Pensiones no contributivas por invalidez","5482.92390294"
"2018","2","Pensiones no contributivas por vejez","15.41781241"
"2018","2","Pensiones no contributivas para madres de 7 o más hijos","2271.83899684"
"2018","2","Pensión universal para el adulto mayor","509.99764081"
"2018","2","Prestaciones previsionales por moratoria previsional","27908.83221039"
"2018","2","Tarjetas alimentarias","15.66454095"
"2018","2","Prestación Alimentar","0"
"2018","2","Proyectos productivos comunitarios","889.96475"
"2018","2","Ellas hacen + Argentina trabaja","0"
"2018","2","Hacemos futuro","1241.58936287"
"2018","2","Potenciar trabajo","0"
"2018","2","Monotributo social","0"
"2018","2","Programa de empleo comunitario","0"
"2018","2","Programa de recuperación productiva","2.812699"
"2018","2","Seguro de capacitación y empleo","23.5250025"
"2018","2","Asistencia al trabajo, empleo y producción","0"
"2018","2","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","5968.32528448"
"2018","2","Ingreso familiar de emergencia","0"
"2018","2","Programa de respaldo a estudiantes de Argentina","-25.3566"
"2018","2","Jefes de hogar","0"
"2018","3","Pensiones no contributivas por invalidez","6134.30300634"
"2018","3","Pensiones no contributivas por vejez","16.88670138"
"2018","3","Pensiones no contributivas para madres de 7 o más hijos","2399.95324172"
"2018","3","Pensión universal para el adulto mayor","521.86328189"
"2018","3","Prestaciones previsionales por moratoria previsional","28171.19556613"
"2018","3","Tarjetas alimentarias","35.07279395"
"2018","3","Prestación Alimentar","0"
"2018","3","Proyectos productivos comunitarios","906.68"
"2018","3","Ellas hacen + Argentina trabaja","0"
"2018","3","Hacemos futuro","1245.34077935"
"2018","3","Potenciar trabajo","0"
"2018","3","Monotributo social","714.7839055"
"2018","3","Programa de empleo comunitario","0"
"2018","3","Programa de recuperación productiva","8.997726"
"2018","3","Seguro de capacitación y empleo","22.02239075"
"2018","3","Asistencia al trabajo, empleo y producción","0"
"2018","3","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","9869.64039833"
"2018","3","Ingreso familiar de emergencia","0"
"2018","3","Programa de respaldo a estudiantes de Argentina","-55.86768"
"2018","3","Jefes de hogar","0"
"2018","4","Pensiones no contributivas por invalidez","5728.12982886"
"2018","4","Pensiones no contributivas por vejez","15.81982638"
"2018","4","Pensiones no contributivas para madres de 7 o más hijos","2398.41605463"
"2018","4","Pensión universal para el adulto mayor","534.15741898"
"2018","4","Prestaciones previsionales por moratoria previsional","28041.44857298"
"2018","4","Tarjetas alimentarias","7.265805"
"2018","4","Prestación Alimentar","0"
"2018","4","Proyectos productivos comunitarios","870.1335"
"2018","4","Ellas hacen + Argentina trabaja","0"
"2018","4","Hacemos futuro","1305.09992153"
"2018","4","Potenciar trabajo","0"
"2018","4","Monotributo social","380.27300076"
"2018","4","Programa de empleo comunitario","0"
"2018","4","Programa de recuperación productiva","13.338"
"2018","4","Seguro de capacitación y empleo","19.438961"
"2018","4","Asistencia al trabajo, empleo y producción","0"
"2018","4","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","5099.29108394"
"2018","4","Ingreso familiar de emergencia","0"
"2018","4","Programa de respaldo a estudiantes de Argentina","0"
"2018","4","Jefes de hogar","0"
"2018","5","Pensiones no contributivas por invalidez","5717.5714803"
"2018","5","Pensiones no contributivas por vejez","15.81982638"
"2018","5","Pensiones no contributivas para madres de 7 o más hijos","2395.77903027"
"2018","5","Pensión universal para el adulto mayor","588.36983076"
"2018","5","Prestaciones previsionales por moratoria previsional","28184.46934102"
"2018","5","Tarjetas alimentarias","70.73274435"
"2018","5","Prestación Alimentar","0"
"2018","5","Proyectos productivos comunitarios","926.26425"
"2018","5","Ellas hacen + Argentina trabaja","0"
"2018","5","Hacemos futuro","1234.45401024"
"2018","5","Potenciar trabajo","0"
"2018","5","Monotributo social","353.1223308"
"2018","5","Programa de empleo comunitario","0"
"2018","5","Programa de recuperación productiva","7.063"
"2018","5","Seguro de capacitación y empleo","17.086065"
"2018","5","Asistencia al trabajo, empleo y producción","0"
"2018","5","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","5592.95831009"
"2018","5","Ingreso familiar de emergencia","0"
"2018","5","Programa de respaldo a estudiantes de Argentina","-9.86022"
"2018","5","Jefes de hogar","0"
"2018","6","Pensiones no contributivas por invalidez","9035.46082407"
"2018","6","Pensiones no contributivas por vejez","23.46307587"
"2018","6","Pensiones no contributivas para madres de 7 o más hijos","3793.82681298"
"2018","6","Pensión universal para el adulto mayor","900.19760785"
"2018","6","Prestaciones previsionales por moratoria previsional","44425.46964013"
"2018","6","Tarjetas alimentarias","1.98121755"
"2018","6","Prestación Alimentar","0"
"2018","6","Proyectos productivos comunitarios","955.00175"
"2018","6","Ellas hacen + Argentina trabaja","0"
"2018","6","Hacemos futuro","1249.48764458"
"2018","6","Potenciar trabajo","0"
"2018","6","Monotributo social","352.68950773"
"2018","6","Programa de empleo comunitario","0"
"2018","6","Programa de recuperación productiva","6.479"
"2018","6","Seguro de capacitación y empleo","18.0612092"
"2018","6","Asistencia al trabajo, empleo y producción","0"
"2018","6","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","6211.15365955"
"2018","6","Ingreso familiar de emergencia","0"
"2018","6","Programa de respaldo a estudiantes de Argentina","0"
"2018","6","Jefes de hogar","0"
"2018","7","Pensiones no contributivas por invalidez","6005.05257861"
"2018","7","Pensiones no contributivas por vejez","15.64205058"
"2018","7","Pensiones no contributivas para madres de 7 o más hijos","2526.94716626"
"2018","7","Pensión universal para el adulto mayor","678.86974815"
"2018","7","Prestaciones previsionales por moratoria previsional","29894.30999516"
"2018","7","Tarjetas alimentarias","31.71741573"
"2018","7","Prestación Alimentar","0"
"2018","7","Proyectos productivos comunitarios","1097.4445"
"2018","7","Ellas hacen + Argentina trabaja","0"
"2018","7","Hacemos futuro","1356.25207805"
"2018","7","Potenciar trabajo","0"
"2018","7","Monotributo social","349.629365"
"2018","7","Programa de empleo comunitario","0"
"2018","7","Programa de recuperación productiva","4.2995"
"2018","7","Seguro de capacitación y empleo","16.7037904"
"2018","7","Asistencia al trabajo, empleo y producción","0"
"2018","7","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","716.53397845"
"2018","7","Ingreso familiar de emergencia","0"
"2018","7","Programa de respaldo a estudiantes de Argentina","0.4115088"
"2018","7","Jefes de hogar","0"
"2018","8","Pensiones no contributivas por invalidez","5997.14654168"
"2018","8","Pensiones no contributivas por vejez","15.64205058"
"2018","8","Pensiones no contributivas para madres de 7 o más hijos","2524.52901456"
"2018","8","Pensión universal para el adulto mayor","683.88020053"
"2018","8","Prestaciones previsionales por moratoria previsional","29641.99289022"
"2018","8","Tarjetas alimentarias","36.8286069"
"2018","8","Prestación Alimentar","0"
"2018","8","Proyectos productivos comunitarios","1435.5705"
"2018","8","Ellas hacen + Argentina trabaja","0"
"2018","8","Hacemos futuro","1240.3265841"
"2018","8","Potenciar trabajo","0"
"2018","8","Monotributo social","339.15672838"
"2018","8","Programa de empleo comunitario","0"
"2018","8","Programa de recuperación productiva","7.81"
"2018","8","Seguro de capacitación y empleo","15.060931"
"2018","8","Asistencia al trabajo, empleo y producción","0"
"2018","8","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","702.74637153"
"2018","8","Ingreso familiar de emergencia","0"
"2018","8","Programa de respaldo a estudiantes de Argentina","0"
"2018","8","Jefes de hogar","0"
"2018","9","Pensiones no contributivas por invalidez","6400.18922757"
"2018","9","Pensiones no contributivas por vejez","15.57446877"
"2018","9","Pensiones no contributivas para madres de 7 o más hijos","2690.4130312"
"2018","9","Pensión universal para el adulto mayor","764.47149708"
"2018","9","Prestaciones previsionales por moratoria previsional","31630.46111573"
"2018","9","Tarjetas alimentarias","38.31854733"
"2018","9","Prestación Alimentar","0"
"2018","9","Proyectos productivos comunitarios","1247.49332272"
"2018","9","Ellas hacen + Argentina trabaja","0"
"2018","9","Hacemos futuro","1281.79014113"
"2018","9","Potenciar trabajo","0"
"2018","9","Monotributo social","513.84498933"
"2018","9","Programa de empleo comunitario","0"
"2018","9","Programa de recuperación productiva","5.2985"
"2018","9","Seguro de capacitación y empleo","14.46098735"
"2018","9","Asistencia al trabajo, empleo y producción","0"
"2018","9","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","23570.44261409"
"2018","9","Ingreso familiar de emergencia","0"
"2018","9","Programa de respaldo a estudiantes de Argentina","0"
"2018","9","Jefes de hogar","0"
"2018","10","Pensiones no contributivas por invalidez","6405.80595108"
"2018","10","Pensiones no contributivas por vejez","15.57446877"
"2018","10","Pensiones no contributivas para madres de 7 o más hijos","2687.40296056"
"2018","10","Pensión universal para el adulto mayor","788.16502412"
"2018","10","Prestaciones previsionales por moratoria previsional","31759.36105578"
"2018","10","Tarjetas alimentarias","93.04547185"
"2018","10","Prestación Alimentar","0"
"2018","10","Proyectos productivos comunitarios","1482.106"
"2018","10","Ellas hacen + Argentina trabaja","0"
"2018","10","Hacemos futuro","1513.19314077"
"2018","10","Potenciar trabajo","0"
"2018","10","Monotributo social","328.0712975"
"2018","10","Programa de empleo comunitario","0"
"2018","10","Programa de recuperación productiva","7.6475"
"2018","10","Seguro de capacitación y empleo","11.815325"
"2018","10","Asistencia al trabajo, empleo y producción","0"
"2018","10","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","6789.10385036"
"2018","10","Ingreso familiar de emergencia","0"
"2018","10","Programa de respaldo a estudiantes de Argentina","0"
"2018","10","Jefes de hogar","0"
"2018","11","Pensiones no contributivas por invalidez","6410.13971493"
"2018","11","Pensiones no contributivas por vejez","15.57446877"
"2018","11","Pensiones no contributivas para madres de 7 o más hijos","2683.72777737"
"2018","11","Pensión universal para el adulto mayor","823.94174161"
"2018","11","Prestaciones previsionales por moratoria previsional","31811.19910168"
"2018","11","Tarjetas alimentarias","16.74037395"
"2018","11","Prestación Alimentar","0"
"2018","11","Proyectos productivos comunitarios","1688.84807987"
"2018","11","Ellas hacen + Argentina trabaja","0"
"2018","11","Hacemos futuro","1283.51886774"
"2018","11","Potenciar trabajo","0"
"2018","11","Monotributo social","330.67607473"
"2018","11","Programa de empleo comunitario","0"
"2018","11","Programa de recuperación productiva","22.4365"
"2018","11","Seguro de capacitación y empleo","8.165"
"2018","11","Asistencia al trabajo, empleo y producción","0"
"2018","11","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","6710.49146709"
"2018","11","Ingreso familiar de emergencia","0"
"2018","11","Programa de respaldo a estudiantes de Argentina","0"
"2018","11","Jefes de hogar","0"
"2018","12","Pensiones no contributivas por invalidez","10363.665606255"
"2018","12","Pensiones no contributivas por vejez","25.179254415"
"2018","12","Pensiones no contributivas para madres de 7 o más hijos","4333.548870195"
"2018","12","Pensión universal para el adulto mayor","1326.79117095"
"2018","12","Prestaciones previsionales por moratoria previsional","51017.68478153"
"2018","12","Tarjetas alimentarias","155.9512899"
"2018","12","Prestación Alimentar","0"
"2018","12","Proyectos productivos comunitarios","2770.39375"
"2018","12","Ellas hacen + Argentina trabaja","0"
"2018","12","Hacemos futuro","2595.51904383"
"2018","12","Potenciar trabajo","0"
"2018","12","Monotributo social","331.77774681"
"2018","12","Programa de empleo comunitario","0"
"2018","12","Programa de recuperación productiva","38.71037"
"2018","12","Seguro de capacitación y empleo","9.202831"
"2018","12","Asistencia al trabajo, empleo y producción","0"
"2018","12","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","13251.9439301"
"2018","12","Ingreso familiar de emergencia","0"
"2018","12","Programa de respaldo a estudiantes de Argentina","0"
"2018","12","Jefes de hogar","0"
"2019","1","Pensiones no contributivas por invalidez","6928.00918062"
"2019","1","Pensiones no contributivas por vejez","16.78616961"
"2019","1","Pensiones no contributivas para madres de 7 o más hijos","2885.23800347"
"2019","1","Pensión universal para el adulto mayor","945.54108048"
"2019","1","Prestaciones previsionales por moratoria previsional","34180.20652389"
"2019","1","Tarjetas alimentarias","54.8629367"
"2019","1","Prestación Alimentar","0"
"2019","1","Proyectos productivos comunitarios","1246.92"
"2019","1","Ellas hacen + Argentina trabaja","0"
"2019","1","Hacemos futuro","1138.46554785"
"2019","1","Potenciar trabajo","0"
"2019","1","Monotributo social","382.29437955"
"2019","1","Programa de empleo comunitario","0"
"2019","1","Programa de recuperación productiva","1.781"
"2019","1","Seguro de capacitación y empleo","0"
"2019","1","Asistencia al trabajo, empleo y producción","0"
"2019","1","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","912.37448823"
"2019","1","Ingreso familiar de emergencia","0"
"2019","1","Programa de respaldo a estudiantes de Argentina","0"
"2019","1","Jefes de hogar","0"
"2019","2","Pensiones no contributivas por invalidez","6923.61454081"
"2019","2","Pensiones no contributivas por vejez","16.78616961"
"2019","2","Pensiones no contributivas para madres de 7 o más hijos","2879.09600177"
"2019","2","Pensión universal para el adulto mayor","959.89774104"
"2019","2","Prestaciones previsionales por moratoria previsional","34099.52684811"
"2019","2","Tarjetas alimentarias","64.46386412"
"2019","2","Prestación Alimentar","0"
"2019","2","Proyectos productivos comunitarios","1711.896"
"2019","2","Ellas hacen + Argentina trabaja","0"
"2019","2","Hacemos futuro","1503.59699569"
"2019","2","Potenciar trabajo","0"
"2019","2","Monotributo social","192.7226015"
"2019","2","Programa de empleo comunitario","0"
"2019","2","Programa de recuperación productiva","24.4485"
"2019","2","Seguro de capacitación y empleo","3.79475125"
"2019","2","Asistencia al trabajo, empleo y producción","0"
"2019","2","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","962.46336572"
"2019","2","Ingreso familiar de emergencia","0"
"2019","2","Programa de respaldo a estudiantes de Argentina","0"
"2019","2","Jefes de hogar","0"
"2019","3","Pensiones no contributivas por invalidez","7693.40651648"
"2019","3","Pensiones no contributivas por vejez","16.02468386"
"2019","3","Pensiones no contributivas para madres de 7 o más hijos","3214.90588934"
"2019","3","Pensión universal para el adulto mayor","1080.09039"
"2019","3","Prestaciones previsionales por moratoria previsional","38307.12915805"
"2019","3","Tarjetas alimentarias","16.78835422"
"2019","3","Prestación Alimentar","0"
"2019","3","Proyectos productivos comunitarios","1850.21975"
"2019","3","Ellas hacen + Argentina trabaja","0"
"2019","3","Hacemos futuro","1567.82036835"
"2019","3","Potenciar trabajo","0"
"2019","3","Monotributo social","482.522769"
"2019","3","Programa de empleo comunitario","0"
"2019","3","Programa de recuperación productiva","28.3485"
"2019","3","Seguro de capacitación y empleo","3.36415303"
"2019","3","Asistencia al trabajo, empleo y producción","0"
"2019","3","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","23693.90964436"
"2019","3","Ingreso familiar de emergencia","0"
"2019","3","Programa de respaldo a estudiantes de Argentina","833.42683028"
"2019","3","Jefes de hogar","0"
"2019","4","Pensiones no contributivas por invalidez","7685.72720218"
"2019","4","Pensiones no contributivas por vejez","16.02468386"
"2019","4","Pensiones no contributivas para madres de 7 o más hijos","3213.38493358"
"2019","4","Pensión universal para el adulto mayor","1026.23788564"
"2019","4","Prestaciones previsionales por moratoria previsional","38391.63876993"
"2019","4","Tarjetas alimentarias","34.394583"
"2019","4","Prestación Alimentar","0"
"2019","4","Proyectos productivos comunitarios","1923.2645"
"2019","4","Ellas hacen + Argentina trabaja","0"
"2019","4","Hacemos futuro","1517.46212552"
"2019","4","Potenciar trabajo","0"
"2019","4","Monotributo social","380.9847395"
"2019","4","Programa de empleo comunitario","0"
"2019","4","Programa de recuperación productiva","45.9935"
"2019","4","Seguro de capacitación y empleo","9.209579"
"2019","4","Asistencia al trabajo, empleo y producción","0"
"2019","4","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","1032.08439231"
"2019","4","Ingreso familiar de emergencia","0"
"2019","4","Programa de respaldo a estudiantes de Argentina","538.17773565"
"2019","4","Jefes de hogar","0"
"2019","5","Pensiones no contributivas por invalidez","7668.89654672"
"2019","5","Pensiones no contributivas por vejez","15.73173602"
"2019","5","Pensiones no contributivas para madres de 7 o más hijos","3210.91583883"
"2019","5","Pensión universal para el adulto mayor","1243.74001207"
"2019","5","Prestaciones previsionales por moratoria previsional","38453.45074498"
"2019","5","Tarjetas alimentarias","85.45613497"
"2019","5","Prestación Alimentar","0"
"2019","5","Proyectos productivos comunitarios","1854.41750277"
"2019","5","Ellas hacen + Argentina trabaja","0"
"2019","5","Hacemos futuro","1540.85167505"
"2019","5","Potenciar trabajo","0"
"2019","5","Monotributo social","426.3163385"
"2019","5","Programa de empleo comunitario","0"
"2019","5","Programa de recuperación productiva","29.9815"
"2019","5","Seguro de capacitación y empleo","5.40996166"
"2019","5","Asistencia al trabajo, empleo y producción","0"
"2019","5","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","11723.4804984"
"2019","5","Ingreso familiar de emergencia","0"
"2019","5","Programa de respaldo a estudiantes de Argentina","10"
"2019","5","Jefes de hogar","0"
"2019","6","Pensiones no contributivas por invalidez","12719.097061095"
"2019","6","Pensiones no contributivas por vejez","26.13198126"
"2019","6","Pensiones no contributivas para madres de 7 o más hijos","5328.00284745"
"2019","6","Pensión universal para el adulto mayor","1882.18918031"
"2019","6","Prestaciones previsionales por moratoria previsional","63488.88857334"
"2019","6","Tarjetas alimentarias","164.3428149"
"2019","6","Prestación Alimentar","0"
"2019","6","Proyectos productivos comunitarios","2301.941"
"2019","6","Ellas hacen + Argentina trabaja","0"
"2019","6","Hacemos futuro","1869.36488388"
"2019","6","Potenciar trabajo","0"
"2019","6","Monotributo social","545.686693"
"2019","6","Programa de empleo comunitario","0"
"2019","6","Programa de recuperación productiva","31.611"
"2019","6","Seguro de capacitación y empleo","3.21686888"
"2019","6","Asistencia al trabajo, empleo y producción","0"
"2019","6","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","9289.50128906"
"2019","6","Ingreso familiar de emergencia","0"
"2019","6","Programa de respaldo a estudiantes de Argentina","906.430644"
"2019","6","Jefes de hogar","0"
"2019","7","Pensiones no contributivas por invalidez","8444.87980732"
"2019","7","Pensiones no contributivas por vejez","17.42132084"
"2019","7","Pensiones no contributivas para madres de 7 o más hijos","3542.83645229"
"2019","7","Pensión universal para el adulto mayor","1322.12947362"
"2019","7","Prestaciones previsionales por moratoria previsional","42707.17950144"
"2019","7","Tarjetas alimentarias","121.61820196"
"2019","7","Prestación Alimentar","0"
"2019","7","Proyectos productivos comunitarios","2349.99"
"2019","7","Ellas hacen + Argentina trabaja","0"
"2019","7","Hacemos futuro","1783.78145116"
"2019","7","Potenciar trabajo","0"
"2019","7","Monotributo social","542.0634445"
"2019","7","Programa de empleo comunitario","0"
"2019","7","Programa de recuperación productiva","19.692"
"2019","7","Seguro de capacitación y empleo","4.203184"
"2019","7","Asistencia al trabajo, empleo y producción","0"
"2019","7","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","1483.2874415"
"2019","7","Ingreso familiar de emergencia","0"
"2019","7","Programa de respaldo a estudiantes de Argentina","1815.861941"
"2019","7","Jefes de hogar","0"
"2019","8","Pensiones no contributivas por invalidez","8425.79447065"
"2019","8","Pensiones no contributivas por vejez","17.42132084"
"2019","8","Pensiones no contributivas para madres de 7 o más hijos","3533.63378085"
"2019","8","Pensión universal para el adulto mayor","1339.36620645"
"2019","8","Prestaciones previsionales por moratoria previsional","42211.96949769"
"2019","8","Tarjetas alimentarias","174.5924073"
"2019","8","Prestación Alimentar","0"
"2019","8","Proyectos productivos comunitarios","2398.05"
"2019","8","Ellas hacen + Argentina trabaja","0"
"2019","8","Hacemos futuro","1778.23022903"
"2019","8","Potenciar trabajo","0"
"2019","8","Monotributo social","421.5629275"
"2019","8","Programa de empleo comunitario","0"
"2019","8","Programa de recuperación productiva","26.021"
"2019","8","Seguro de capacitación y empleo","2.839917"
"2019","8","Asistencia al trabajo, empleo y producción","0"
"2019","8","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","10972.20414601"
"2019","8","Ingreso familiar de emergencia","0"
"2019","8","Programa de respaldo a estudiantes de Argentina","1593.48800446"
"2019","8","Jefes de hogar","0"
"2019","9","Pensiones no contributivas por invalidez","9444.70350003"
"2019","9","Pensiones no contributivas por vejez","18.05957684"
"2019","9","Pensiones no contributivas para madres de 7 o más hijos","3979.49538906"
"2019","9","Pensión universal para el adulto mayor","1565.82008352"
"2019","9","Prestaciones previsionales por moratoria previsional","47270.99664879"
"2019","9","Tarjetas alimentarias","1256.98640296"
"2019","9","Prestación Alimentar","0"
"2019","9","Proyectos productivos comunitarios","2471.17324678"
"2019","9","Ellas hacen + Argentina trabaja","0"
"2019","9","Hacemos futuro","1841.9010228"
"2019","9","Potenciar trabajo","0"
"2019","9","Monotributo social","422.12963"
"2019","9","Programa de empleo comunitario","0"
"2019","9","Programa de recuperación productiva","131.3655"
