"anio","mes","programa_nivel_beneficio","beneficio_percibido_pesos_corrientes"
"2021","11","Prestaciones previsionales por moratoria previsional sin bonos","25922.42"
"2021","11","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","2592242"
"2021","11","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","2592242"
"2021","11","ProHuerta",
"2021","11","Tarjetas alimentarias","7832.89"
"2021","11","Trabajo autogestionado",
"2021","11","Potenciar trabajo","16000"
"2021","11","Monotributo social",
"2021","11","Seguro de capacitación y empleo","2860.23"
"2021","11","Empleo independiente","22000"
"2021","11","Jóvenes con más y mejor trabajo",
"2021","11","Programa de inserción laboral",
"2021","11","Asistencia al trabajo, empleo y producción",
"2021","11","Programa de recuperación productiva 1",
"2021","11","Programa de recuperación productiva 2","15529"
"2021","11","Programa de respaldo a estudiantes de Argentina","4628"
"2021","11","Asignación por embarazo para protección social","5063"
"2021","11","Asignación universal por hijo","5063"
"2021","11","Asignación universal por hijo con discapacidad","16496"
"2021","12","Pensiones no contributivas por invalidez con bonos","38514.71"
"2021","12","Pensiones no contributivas por invalidez sin bonos","30514.71"
"2021","12","Pensión universal para el adulto mayor con bonos","42873.96"
"2021","12","Pensión universal para el adulto mayor sin bonos","34873.96"
"2021","12","Pensiones no contributivas por vejez con bonos","38514.71"
"2021","12","Pensiones no contributivas por vejez sin bonos","30514.71"
"2021","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","51592.45"
"2021","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","43592.45"
"2021","12","Prestaciones previsionales por moratoria previsional con bonos","51592.45"
"2021","12","Prestaciones previsionales por moratoria previsional sin bonos","43592.45"
"2021","12","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","37061630000000008"
"2021","12","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","2906163"
"2021","12","ProHuerta",
"2021","12","Tarjetas alimentarias","7832.69"
"2021","12","Trabajo autogestionado",
"2021","12","Potenciar trabajo","16000"
"2021","12","Monotributo social",
"2021","12","Seguro de capacitación y empleo","2597.98"
"2021","12","Empleo independiente","22000"
"2021","12","Jóvenes con más y mejor trabajo",
"2021","12","Programa de inserción laboral",
"2021","12","Asistencia al trabajo, empleo y producción",
"2021","12","Programa de recuperación productiva 1",
"2021","12","Programa de recuperación productiva 2","16069"
"2021","12","Programa de respaldo a estudiantes de Argentina","5408"
"2021","12","Asignación por embarazo para protección social","5677"
"2021","12","Asignación universal por hijo","5677"
"2021","12","Asignación universal por hijo con discapacidad","18494"
"2022","1","Pensiones no contributivas por invalidez con bonos","20343.14"
"2022","1","Pensiones no contributivas por invalidez sin bonos","20343.14"
"2022","1","Pensión universal para el adulto mayor con bonos","23249.3"
"2022","1","Pensión universal para el adulto mayor sin bonos","23249.3"
"2022","1","Pensiones no contributivas por vejez con bonos","20343.14"
"2022","1","Pensiones no contributivas por vejez sin bonos","20343.14"
"2022","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","29061.63"
"2022","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","29061.63"
"2022","1","Prestaciones previsionales por moratoria previsional con bonos","29061.63"
"2022","1","Prestaciones previsionales por moratoria previsional sin bonos","29061.63"
"2022","1","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","2906163"
"2022","1","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","2906163"
"2022","1","ProHuerta",
"2022","1","Tarjetas alimentarias","7832.7"
"2022","1","Trabajo autogestionado",
"2022","1","Potenciar trabajo","16000"
"2022","1","Monotributo social",
"2022","1","Seguro de capacitación y empleo","1988.93"
"2022","1","Empleo independiente","22000"
"2022","1","Jóvenes con más y mejor trabajo",
"2022","1","Programa de inserción laboral",
"2022","1","Asistencia al trabajo, empleo y producción",
"2022","1","Programa de recuperación productiva 1",
"2022","1","Programa de recuperación productiva 2","17084"
"2022","1","Programa de respaldo a estudiantes de Argentina","5181"
"2022","1","Asignación por embarazo para protección social","5677"
"2022","1","Asignación universal por hijo","5677"
"2022","1","Asignación universal por hijo con discapacidad","18494"
"2022","2","Pensiones no contributivas por invalidez con bonos","20343.14"
"2022","2","Pensiones no contributivas por invalidez sin bonos","20343.14"
"2022","2","Pensión universal para el adulto mayor con bonos","23249.3"
"2022","2","Pensión universal para el adulto mayor sin bonos","23249.3"
"2022","2","Pensiones no contributivas por vejez con bonos","20343.14"
"2022","2","Pensiones no contributivas por vejez sin bonos","20343.14"
"2022","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","29061.63"
"2022","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","29061.63"
"2022","2","Prestaciones previsionales por moratoria previsional con bonos","29061.63"
"2022","2","Prestaciones previsionales por moratoria previsional sin bonos","29061.63"
"2022","2","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","2906163"
"2022","2","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","2906163"
"2022","2","ProHuerta",
"2022","2","Tarjetas alimentarias","7800.14"
"2022","2","Trabajo autogestionado",
"2022","2","Potenciar trabajo","16500"
"2022","2","Monotributo social",
"2022","2","Seguro de capacitación y empleo","2023.31"
"2022","2","Empleo independiente","22000"
"2022","2","Jóvenes con más y mejor trabajo",
"2022","2","Programa de inserción laboral",
"2022","2","Asistencia al trabajo, empleo y producción",
"2022","2","Programa de recuperación productiva 1",
"2022","2","Programa de recuperación productiva 2","17634"
"2022","2","Programa de respaldo a estudiantes de Argentina","5192"
"2022","2","Asignación por embarazo para protección social","5677"
"2022","2","Asignación universal por hijo","5677"
"2022","2","Asignación universal por hijo con discapacidad","18494"
"2022","3","Pensiones no contributivas por invalidez con bonos","22841.28"
"2022","3","Pensiones no contributivas por invalidez sin bonos","22841.28"
"2022","3","Pensión universal para el adulto mayor con bonos","26104.32"
"2022","3","Pensión universal para el adulto mayor sin bonos","26104.32"
"2022","3","Pensiones no contributivas por vejez con bonos","22841.28"
"2022","3","Pensiones no contributivas por vejez sin bonos","22841.28"
"2022","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","32630.4"
"2022","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","32630.4"
"2022","3","Prestaciones previsionales por moratoria previsional con bonos","32630.4"
"2022","3","Prestaciones previsionales por moratoria previsional sin bonos","32630.4"
"2022","3","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","326304"
"2022","3","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","326304"
"2022","3","ProHuerta",
"2022","3","Tarjetas alimentarias","7825.92"
"2022","3","Trabajo autogestionado",
"2022","3","Potenciar trabajo","16500"
"2022","3","Monotributo social",
"2022","3","Seguro de capacitación y empleo","2327.9"
"2022","3","Empleo independiente","22000"
"2022","3","Jóvenes con más y mejor trabajo",
"2022","3","Programa de inserción laboral",
"2022","3","Asistencia al trabajo, empleo y producción",
"2022","3","Programa de recuperación productiva 1",
"2022","3","Programa de recuperación productiva 2","17887"
"2022","3","Programa de respaldo a estudiantes de Argentina","5841"
"2022","3","Asignación por embarazo para protección social","6375"
"2022","3","Asignación universal por hijo","6375"
"2022","3","Asignación universal por hijo con discapacidad","20766"
"2022","4","Pensiones no contributivas por invalidez con bonos","28841.28"
"2022","4","Pensiones no contributivas por invalidez sin bonos","22841.28"
"2022","4","Pensión universal para el adulto mayor con bonos","32104.32"
"2022","4","Pensión universal para el adulto mayor sin bonos","26104.32"
"2022","4","Pensiones no contributivas por vejez con bonos","28841.28"
"2022","4","Pensiones no contributivas por vejez sin bonos","22841.28"
"2022","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","38630.4"
"2022","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","32630.4"
"2022","4","Prestaciones previsionales por moratoria previsional con bonos","38630.4"
"2022","4","Prestaciones previsionales por moratoria previsional sin bonos","32630.4"
"2022","4","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","386304"
"2022","4","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","326304"
"2022","4","ProHuerta",
"2022","4","Tarjetas alimentarias","7798.79"
"2022","4","Trabajo autogestionado",
"2022","4","Potenciar trabajo","19470"
"2022","4","Monotributo social",
"2022","4","Seguro de capacitación y empleo","1804.68"
"2022","4","Empleo independiente",
"2022","4","Jóvenes con más y mejor trabajo",
"2022","4","Programa de inserción laboral",
"2022","4","Asistencia al trabajo, empleo y producción",
"2022","4","Programa de recuperación productiva 1",
"2022","4","Programa de recuperación productiva 2","23402"
"2022","4","Programa de respaldo a estudiantes de Argentina","7977"
"2022","4","Asignación por embarazo para protección social","6375"
"2022","4","Asignación universal por hijo","6375"
"2022","4","Asignación universal por hijo con discapacidad","20766"
"2022","5","Pensiones no contributivas por invalidez con bonos","34841.28"
"2022","5","Pensiones no contributivas por invalidez sin bonos","22841.28"
"2022","5","Pensión universal para el adulto mayor con bonos","38104.32"
"2022","5","Pensión universal para el adulto mayor sin bonos","26104.32"
"2022","5","Pensiones no contributivas por vejez con bonos","34841.28"
"2022","5","Pensiones no contributivas por vejez sin bonos","22841.28"
"2022","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","44630.4"
"2022","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","32630.4"
"2022","5","Prestaciones previsionales por moratoria previsional con bonos","44630.4"
"2022","5","Prestaciones previsionales por moratoria previsional sin bonos","32630.4"
"2022","5","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","446304"
"2022","5","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","326304"
"2022","5","ProHuerta",
"2022","5","Tarjetas alimentarias","11727.11"
"2022","5","Trabajo autogestionado",
"2022","5","Potenciar trabajo","19470"
"2022","5","Monotributo social",
"2022","5","Seguro de capacitación y empleo","1824.41"
"2022","5","Empleo independiente",
"2022","5","Jóvenes con más y mejor trabajo",
"2022","5","Programa de inserción laboral",
"2022","5","Asistencia al trabajo, empleo y producción",
"2022","5","Programa de recuperación productiva 1",
"2022","5","Programa de recuperación productiva 2",
"2022","5","Programa de recuperación productiva 3",
"2022","5","Programa de respaldo a estudiantes de Argentina","7226"
"2022","5","Asignación por embarazo para protección social","6375"
"2022","5","Asignación universal por hijo","6375"
"2022","5","Asignación universal por hijo con discapacidad","20766"
"2022","6","Pensiones no contributivas por invalidez con bonos","39401.21"
"2022","6","Pensiones no contributivas por invalidez sin bonos","39401.21"
"2022","6","Pensión universal para el adulto mayor con bonos","45029.95"
"2022","6","Pensión universal para el adulto mayor sin bonos","45029.95"
"2022","6","Pensiones no contributivas por vejez con bonos","39401.21"
"2022","6","Pensiones no contributivas por vejez sin bonos","39401.21"
"2022","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","56287.44"
"2022","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","56287.44"
"2022","6","Prestaciones previsionales por moratoria previsional con bonos","56287.44"
"2022","6","Prestaciones previsionales por moratoria previsional sin bonos","56287.44"
"2022","6","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","3752496"
"2022","6","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","3752496"
"2022","6","ProHuerta",
"2022","6","Tarjetas alimentarias","11711.89"
"2022","6","Trabajo autogestionado",
"2022","6","Potenciar trabajo","22770"
"2022","6","Monotributo social",
"2022","6","Seguro de capacitación y empleo","1918.98"
"2022","6","Empleo independiente",
"2022","6","Jóvenes con más y mejor trabajo",
"2022","6","Programa de inserción laboral",
"2022","6","Asistencia al trabajo, empleo y producción",
"2022","6","Programa de recuperación productiva 1",
"2022","6","Programa de recuperación productiva 2",
"2022","6","Programa de recuperación productiva 3",
"2022","6","Programa de respaldo a estudiantes de Argentina","8370"
"2022","6","Asignación por embarazo para protección social","7332"
"2022","6","Asignación universal por hijo","7332"
"2022","6","Asignación universal por hijo con discapacidad","23881"
"2022","7","Pensiones no contributivas por invalidez con bonos","26267.47"
"2022","7","Pensiones no contributivas por invalidez sin bonos","26267.47"
"2022","7","Pensión universal para el adulto mayor con bonos","30019.97"
"2022","7","Pensión universal para el adulto mayor sin bonos","30019.97"
"2022","7","Pensiones no contributivas por vejez con bonos","26267.47"
"2022","7","Pensiones no contributivas por vejez sin bonos","26267.47"
"2022","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","37524.96"
"2022","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","37524.96"
"2022","7","Prestaciones previsionales por moratoria previsional con bonos","37524.96"
"2022","7","Prestaciones previsionales por moratoria previsional sin bonos","37524.96"
"2022","7","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","3752496"
"2022","7","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","3752496"
"2022","7","ProHuerta",
"2022","7","Tarjetas alimentarias","11732.2"
"2022","7","Trabajo autogestionado",
"2022","7","Potenciar trabajo","22770"
"2022","7","Monotributo social",
"2022","7","Seguro de capacitación y empleo","2423.53"
"2022","7","Empleo independiente",
"2022","7","Jóvenes con más y mejor trabajo",
"2022","7","Programa de inserción laboral",
"2022","7","Asistencia al trabajo, empleo y producción",
"2022","7","Programa de recuperación productiva 1",
"2022","7","Programa de recuperación productiva 2",
"2022","7","Programa de recuperación productiva 3",
"2022","7","Programa de respaldo a estudiantes de Argentina","8033"
"2022","7","Asignación por embarazo para protección social","7332"
"2022","7","Asignación universal por hijo","7332"
"2022","7","Asignación universal por hijo con discapacidad","23881"
"2022","8","Pensiones no contributivas por invalidez con bonos","26267.47"
"2022","8","Pensiones no contributivas por invalidez sin bonos","26267.47"
"2022","8","Pensión universal para el adulto mayor con bonos","30019.97"
"2022","8","Pensión universal para el adulto mayor sin bonos","30019.97"
"2022","8","Pensiones no contributivas por vejez con bonos","26267.47"
"2022","8","Pensiones no contributivas por vejez sin bonos","26267.47"
"2022","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","37524.96"
"2022","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","37524.96"
"2022","8","Prestaciones previsionales por moratoria previsional con bonos","37524.96"
"2022","8","Prestaciones previsionales por moratoria previsional sin bonos","37524.96"
"2022","8","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","3752496"
"2022","8","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","3752496"
"2022","8","ProHuerta",
"2022","8","Tarjetas alimentarias","11727.35"
"2022","8","Trabajo autogestionado",
"2022","8","Potenciar trabajo","23925"
"2022","8","Monotributo social",
"2022","8","Seguro de capacitación y empleo","3377.21"
"2022","8","Empleo independiente",
"2022","8","Jóvenes con más y mejor trabajo",
"2022","8","Programa de inserción laboral",
"2022","8","Asistencia al trabajo, empleo y producción",
"2022","8","Programa de recuperación productiva 1",
"2022","8","Programa de recuperación productiva 2",
"2022","8","Programa de recuperación productiva 3",
"2022","8","Programa de respaldo a estudiantes de Argentina","6560"
"2022","8","Asignación por embarazo para protección social","7332"
"2022","8","Asignación universal por hijo","7332"
"2022","8","Asignación universal por hijo con discapacidad","23881"
"2022","9","Pensiones no contributivas por invalidez con bonos","37346.81"
"2022","9","Pensiones no contributivas por invalidez sin bonos","30346.81"
"2022","9","Pensión universal para el adulto mayor con bonos","41682.07"
"2022","9","Pensión universal para el adulto mayor sin bonos","34682.07"
"2022","9","Pensiones no contributivas por vejez con bonos","37346.81"
"2022","9","Pensiones no contributivas por vejez sin bonos","30346.81"
"2022","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","50352.59"
"2022","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","43352.59"
"2022","9","Prestaciones previsionales por moratoria previsional con bonos","50352.59"
"2022","9","Prestaciones previsionales por moratoria previsional sin bonos","43352.59"
"2022","9","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","5035259"
"2022","9","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","4335259"
"2022","9","ProHuerta",
"2022","9","Tarjetas alimentarias","11723.32"
"2022","9","Trabajo autogestionado",
"2022","9","Potenciar trabajo","25600"
"2022","9","Monotributo social",
"2022","9","Seguro de capacitación y empleo","2952.02"
"2022","9","Empleo independiente",
"2022","9","Jóvenes con más y mejor trabajo",
"2022","9","Programa de inserción laboral",
"2022","9","Asistencia al trabajo, empleo y producción",
"2022","9","Programa de recuperación productiva 1",
"2022","9","Programa de recuperación productiva 2",
"2022","9","Programa de recuperación productiva 3",
"2022","9","Programa de respaldo a estudiantes de Argentina","7220"
"2022","9","Asignación por embarazo para protección social","8471"
"2022","9","Asignación universal por hijo","8471"
"2022","9","Asignación universal por hijo con discapacidad","27590"
"2022","10","Pensiones no contributivas por invalidez con bonos","37346.81"
"2022","10","Pensiones no contributivas por invalidez sin bonos","30346.81"
"2022","10","Pensión universal para el adulto mayor con bonos","41682.07"
"2022","10","Pensión universal para el adulto mayor sin bonos","34682.07"
"2022","10","Pensiones no contributivas por vejez con bonos","37346.81"
"2022","10","Pensiones no contributivas por vejez sin bonos","30346.81"
"2022","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","50352.59"
"2022","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","43352.59"
"2022","10","Prestaciones previsionales por moratoria previsional con bonos","50352.59"
"2022","10","Prestaciones previsionales por moratoria previsional sin bonos","43352.59"
"2022","10","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","5035259"
"2022","10","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","4335259"
"2022","10","ProHuerta",
"2022","10","Tarjetas alimentarias","11721.35"
"2022","10","Trabajo autogestionado",
"2022","10","Potenciar trabajo","27275"
"2022","10","Monotributo social",
"2022","10","Seguro de capacitación y empleo","3514.89"
"2022","10","Empleo independiente",
"2022","10","Jóvenes con más y mejor trabajo",
"2022","10","Programa de inserción laboral",
"2022","10","Asistencia al trabajo, empleo y producción",
"2022","10","Programa de recuperación productiva 1",
"2022","10","Programa de recuperación productiva 2",
"2022","10","Programa de recuperación productiva 3",
"2022","10","Programa de respaldo a estudiantes de Argentina","6589"
"2022","10","Asignación por embarazo para protección social","8471"
"2022","10","Asignación universal por hijo","8471"
"2022","10","Asignación universal por hijo con discapacidad","27590"
"2022","11","Pensiones no contributivas por invalidez con bonos","37346.81"
"2022","11","Pensiones no contributivas por invalidez sin bonos","30346.81"
"2022","11","Pensión universal para el adulto mayor con bonos","41682.07"
"2022","11","Pensión universal para el adulto mayor sin bonos","34682.07"
"2022","11","Pensiones no contributivas por vejez con bonos","37346.81"
"2022","11","Pensiones no contributivas por vejez sin bonos","30346.81"
"2022","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","50352.59"
"2022","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","43352.59"
"2022","11","Prestaciones previsionales por moratoria previsional con bonos","50352.59"
"2022","11","Prestaciones previsionales por moratoria previsional sin bonos","43352.59"
"2022","11","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","5035259"
"2022","11","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","4335259"
"2022","11","ProHuerta",
"2022","11","Tarjetas alimentarias","11716.96"
"2022","11","Trabajo autogestionado",
"2022","11","Potenciar trabajo","28950"
"2022","11","Monotributo social",
"2022","11","Seguro de capacitación y empleo","4220.08"
"2022","11","Empleo independiente",
"2022","11","Jóvenes con más y mejor trabajo",
"2022","11","Programa de inserción laboral",
"2022","11","Asistencia al trabajo, empleo y producción",
"2022","11","Programa de recuperación productiva 1",
"2022","11","Programa de recuperación productiva 2",
"2022","11","Programa de recuperación productiva 3",
"2022","11","Programa de respaldo a estudiantes de Argentina","6616"
"2022","11","Asignación por embarazo para protección social","8471"
"2022","11","Asignación universal por hijo","8471"
"2022","11","Asignación universal por hijo con discapacidad","27590"
"2022","12","Pensiones no contributivas por invalidez con bonos","62630.47"
"2022","12","Pensiones no contributivas por invalidez sin bonos","52630.47"
"2022","12","Pensión universal para el adulto mayor con bonos","70149.11"
"2022","12","Pensión universal para el adulto mayor sin bonos","60149.11"
"2022","12","Pensiones no contributivas por vejez con bonos","62630.47"
"2022","12","Pensiones no contributivas por vejez sin bonos","52630.47"
"2022","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","85186.39"
"2022","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","75186.39"
"2022","12","Prestaciones previsionales por moratoria previsional con bonos","85186.39"
"2022","12","Prestaciones previsionales por moratoria previsional sin bonos","75186.39"
"2022","12","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","6012426"
"2022","12","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","5012426"
"2022","12","ProHuerta",
"2022","12","Tarjetas alimentarias","16329.47"
"2022","12","Trabajo autogestionado",
"2022","12","Potenciar trabajo","30977"
"2022","12","Monotributo social",
"2022","12","Seguro de capacitación y empleo","3869"
"2022","12","Empleo independiente",
"2022","12","Jóvenes con más y mejor trabajo",
"2022","12","Programa de inserción laboral",
"2022","12","Asistencia al trabajo, empleo y producción",
"2022","12","Programa de recuperación productiva 1",
"2022","12","Programa de recuperación productiva 2",
"2022","12","Programa de recuperación productiva 3",
"2022","12","Programa de respaldo a estudiantes de Argentina","7904"
"2022","12","Asignación por embarazo para protección social","9795"
"2022","12","Asignación universal por hijo","9795"
"2022","12","Asignación universal por hijo con discapacidad","31900"
"2023","1","Pensiones no contributivas por invalidez con bonos","45086.98"
"2023","1","Pensiones no contributivas por invalidez sin bonos","35086.98"
"2023","1","Pensión universal para el adulto mayor con bonos","50099.41"
"2023","1","Pensión universal para el adulto mayor sin bonos","40099.41"
"2023","1","Pensiones no contributivas por vejez con bonos","45086.98"
"2023","1","Pensiones no contributivas por vejez sin bonos","35086.98"
"2023","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","60124.26"
"2023","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","50124.26"
"2023","1","Prestaciones previsionales por moratoria previsional con bonos","60124.26"
"2023","1","Prestaciones previsionales por moratoria previsional sin bonos","50124.26"
"2023","1","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","6012426"
"2023","1","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","5012426"
"2023","1","ProHuerta",
"2023","1","Tarjetas alimentarias","16320"
"2023","1","Trabajo autogestionado","23990.32"
"2023","1","Potenciar trabajo","30647.53"
"2023","1","Monotributo social",
"2023","1","Seguro de capacitación y empleo","3003.67"
"2023","1","Empleo independiente","42017.26"
"2023","1","Jóvenes con más y mejor trabajo","12933.98"
"2023","1","Programa de inserción laboral","14648.09"
"2023","1","Programa de recuperación productiva 2",
"2023","1","Programa de recuperación productiva 3","25567.98"
"2023","1","Programa de respaldo a estudiantes de Argentina","7799"
"2023","1","Asignación por embarazo para protección social","9795"
"2023","1","Asignación universal por hijo","9795"
"2023","1","Asignación universal por hijo con discapacidad","31900"
"2023","2","Pensiones no contributivas por invalidez con bonos","45086.98"
"2023","2","Pensiones no contributivas por invalidez sin bonos","35086.98"
"2023","2","Pensión universal para el adulto mayor con bonos","50099.41"
"2023","2","Pensión universal para el adulto mayor sin bonos","40099.41"
"2023","2","Pensiones no contributivas por vejez con bonos","45086.98"
"2023","2","Pensiones no contributivas por vejez sin bonos","35086.98"
"2023","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","60124.26"
"2023","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","50124.26"
"2023","2","Prestaciones previsionales por moratoria previsional con bonos","60124.26"
"2023","2","Prestaciones previsionales por moratoria previsional sin bonos","50124.26"
"2023","2","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","6012426"
"2023","2","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","5012426"
"2023","2","ProHuerta",
"2023","2","Tarjetas alimentarias","16320"
"2023","2","Trabajo autogestionado","24000"
"2023","2","Potenciar trabajo","33638.41"
"2023","2","Monotributo social",
"2023","2","Seguro de capacitación y empleo","3372.05"
"2023","2","Empleo independiente","46412.89"
"2023","2","Jóvenes con más y mejor trabajo","13654.11"
"2023","2","Programa de inserción laboral","13329.49"
"2023","2","Programa de recuperación productiva 2",
"2023","2","Programa de recuperación productiva 3","18514.84"
"2023","2","Programa de respaldo a estudiantes de Argentina","7654"
"2023","2","Asignación por embarazo para protección social","9795"
"2023","2","Asignación universal por hijo","9795"
"2023","2","Asignación universal por hijo con discapacidad","31900"
"2023","3","Pensiones no contributivas por invalidez con bonos","56065.8"
"2023","3","Pensiones no contributivas por invalidez sin bonos","41065.8"
"2023","3","Pensión universal para el adulto mayor con bonos","61932.34"
"2023","3","Pensión universal para el adulto mayor sin bonos","46932.34"
"2023","3","Pensiones no contributivas por vejez con bonos","56065.8"
"2023","3","Pensiones no contributivas por vejez sin bonos","41065.8"
"2023","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","73665.43"
"2023","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","58665.43"
"2023","3","Prestaciones previsionales por moratoria previsional con bonos","73665.43"
"2023","3","Prestaciones previsionales por moratoria previsional sin bonos","58665.43"
"2023","3","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","7366543"
"2023","3","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","5866543"
"2023","3","ProHuerta",
"2023","3","Tarjetas alimentarias","16320"
"2023","3","Trabajo autogestionado","24000"
"2023","3","Potenciar trabajo","34585.67"
"2023","3","Monotributo social",
"2023","3","Seguro de capacitación y empleo","2108.61"
"2023","3","Empleo independiente","38116.59"
"2023","3","Jóvenes con más y mejor trabajo","13087.54"
"2023","3","Programa de inserción laboral","13932.6"
"2023","3","Programa de recuperación productiva 2",
"2023","3","Programa de recuperación productiva 3","27466.98"
"2023","3","Programa de respaldo a estudiantes de Argentina","7684"
"2023","3","Asignación por embarazo para protección social","11465"
"2023","3","Asignación universal por hijo","11465"
"2023","3","Asignación universal por hijo con discapacidad","37336"
"2023","4","Pensiones no contributivas por invalidez con bonos","56065.8"
"2023","4","Pensiones no contributivas por invalidez sin bonos","41065.8"
"2023","4","Pensión universal para el adulto mayor con bonos","61932.34"
"2023","4","Pensión universal para el adulto mayor sin bonos","46932.34"
"2023","4","Pensiones no contributivas por vejez con bonos","56065.8"
"2023","4","Pensiones no contributivas por vejez sin bonos","41065.8"
"2023","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","73665.43"
"2023","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","58665.43"
"2023","4","Prestaciones previsionales por moratoria previsional con bonos","73665.43"
"2023","4","Prestaciones previsionales por moratoria previsional sin bonos","58665.43"
"2023","4","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","7366543"
"2023","4","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","5866543"
"2023","4","ProHuerta",
"2023","4","Tarjetas alimentarias","22240"
"2023","4","Trabajo autogestionado","29862.07"
"2023","4","Potenciar trabajo","39851.06"
"2023","4","Monotributo social",
"2023","4","Seguro de capacitación y empleo","2519.74"
"2023","4","Empleo independiente","47535.61"
"2023","4","Jóvenes con más y mejor trabajo","15439.01"
"2023","4","Programa de inserción laboral","15114.32"
"2023","4","Programa de recuperación productiva 2",
"2023","4","Programa de recuperación productiva 3","31460.21"
"2023","4","Programa de respaldo a estudiantes de Argentina","10902"
"2023","4","Asignación por embarazo para protección social","11465"
"2023","4","Asignación universal por hijo","11465"
"2023","4","Asignación universal por hijo con discapacidad","37336"
"2023","5","Pensiones no contributivas por invalidez con bonos","56065.8"
"2023","5","Pensiones no contributivas por invalidez sin bonos","41065.8"
"2023","5","Pensión universal para el adulto mayor con bonos","61932.34"
"2023","5","Pensión universal para el adulto mayor sin bonos","46932.34"
"2023","5","Pensiones no contributivas por vejez con bonos","56065.8"
"2023","5","Pensiones no contributivas por vejez sin bonos","41065.8"
"2023","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","73665.43"
