"anio","mes","programa_ejecucion_mensual","ejecucion_mensual_millones_pesos_constantes"
"2022","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","108874.514844463"
"2022","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","108874.514844463"
"2022","2","Pensión universal para el adulto mayor sin bonos","69429.5874894452"
"2022","2","Pensión universal para el adulto mayor con bonos","69429.5874894452"
"2022","2","Prestaciones previsionales por moratoria previsional sin bonos","1303898.85348754"
"2022","2","Prestaciones previsionales por moratoria previsional con bonos","1303898.85348754"
"2022","2","Prestación Alimentar","230357.175724475"
"2022","2","Potenciar trabajo","302205.468547094"
"2022","2","Monotributo social","8572.15785912"
"2022","2","Programa de recuperación productiva","27139.7980562822"
"2022","2","Seguro de capacitación y empleo","41.7802628614225"
"2022","2","Asistencia al trabajo, empleo y producción","0"
"2022","2","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","284529.532144453"
"2022","2","Ingreso familiar de emergencia","0.121280264682563"
"2022","2","Programa de respaldo a estudiantes de Argentina","46013.7324205644"
"2022","2","Te sumo","199.86381218363"
"2022","3","Pensiones no contributivas por invalidez sin bonos","288923.548771932"
"2022","3","Pensiones no contributivas por invalidez con bonos","288923.548771932"
"2022","3","Pensiones no contributivas por vejez sin bonos","289.325863342855"
"2022","3","Pensiones no contributivas por vejez con bonos","289.325863342855"
"2022","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","114495.916013523"
"2022","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","114495.916013523"
"2022","3","Pensión universal para el adulto mayor sin bonos","74231.9192812178"
"2022","3","Pensión universal para el adulto mayor con bonos","74231.9192812178"
"2022","3","Prestaciones previsionales por moratoria previsional sin bonos","1363702.37342782"
"2022","3","Prestaciones previsionales por moratoria previsional con bonos","1363702.37342782"
"2022","3","Prestación Alimentar","226090.464824724"
"2022","3","Potenciar trabajo","378081.882817369"
"2022","3","Monotributo social","14229.2482454108"
"2022","3","Programa de recuperación productiva","1440.54639921726"
"2022","3","Seguro de capacitación y empleo","48.3509861212093"
"2022","3","Asistencia al trabajo, empleo y producción","0"
"2022","3","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","463931.089144766"
"2022","3","Ingreso familiar de emergencia","0"
"2022","3","Programa de respaldo a estudiantes de Argentina","67181.7624888031"
"2022","3","Te sumo","778.796616237598"
"2022","4","Pensiones no contributivas por invalidez sin bonos","272594.368396482"
"2022","4","Pensiones no contributivas por invalidez con bonos","342913.931612685"
"2022","4","Pensiones no contributivas por vejez sin bonos","272.948927681939"
"2022","4","Pensiones no contributivas por vejez con bonos","341.919826732198"
"2022","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","107960.780818575"
"2022","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","127491.319199916"
"2022","4","Pensión universal para el adulto mayor sin bonos","70860.6319309811"
"2022","4","Pensión universal para el adulto mayor con bonos","86725.9332068231"
"2022","4","Prestaciones previsionales por moratoria previsional sin bonos","1287883.14013465"
"2022","4","Prestaciones previsionales por moratoria previsional con bonos","1538271.11592585"
"2022","4","Prestación Alimentar","308171.836835552"
"2022","4","Potenciar trabajo","319992.343800748"
"2022","4","Monotributo social","13430.8812367535"
"2022","4","Programa de recuperación productiva","1313.60580329744"
"2022","4","Seguro de capacitación y empleo","68.3331970343206"
"2022","4","Asistencia al trabajo, empleo y producción","0"
"2022","4","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","276184.979106927"
"2022","4","Ingreso familiar de emergencia","0"
"2022","4","Programa de respaldo a estudiantes de Argentina","95504.8896419251"
"2022","4","Plan 1000 dias","12894.5728148277"
"2022","4","Te sumo","816.075215604863"
"2022","5","Pensiones no contributivas por invalidez sin bonos","261747.443881633"
"2022","5","Pensiones no contributivas por invalidez con bonos","396805.210963315"
"2022","5","Pensiones no contributivas por vejez sin bonos","290.279370483502"
"2022","5","Pensiones no contributivas por vejez con bonos","436.954067400104"
"2022","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","102668.693660204"
"2022","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","139814.734035663"
"2022","5","Pensión universal para el adulto mayor sin bonos","68505.0258924425"
"2022","5","Pensión universal para el adulto mayor con bonos","99193.7066144999"
"2022","5","Prestaciones previsionales por moratoria previsional sin bonos","1242463.23229078"
"2022","5","Prestaciones previsionales por moratoria previsional con bonos","1718938.92361562"
"2022","5","Prestación Alimentar","298491.012280636"
"2022","5","Potenciar trabajo","309043.896135124"
"2022","5","Monotributo social","14997.2229698593"
"2022","5","Programa de recuperación productiva","11610.1574450351"
"2022","5","Seguro de capacitación y empleo","60.1979952615409"
"2022","5","Asistencia al trabajo, empleo y producción","2.58472883202195"
"2022","5","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","265178.286840952"
"2022","5","Ingreso familiar de emergencia","0.408109896818592"
"2022","5","Programa de respaldo a estudiantes de Argentina","34185.6009811897"
"2022","5","Plan 1000 dias","6701.78934241881"
"2022","5","Te sumo","812.174914422341"
"2022","6","Pensiones no contributivas por invalidez sin bonos","429988.670178535"
"2022","6","Pensiones no contributivas por invalidez con bonos","429988.670178535"
"2022","6","Pensiones no contributivas por vejez sin bonos","403.833054530942"
"2022","6","Pensiones no contributivas por vejez con bonos","403.833054530942"
"2022","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","168140.371107177"
"2022","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","168140.371107177"
"2022","6","Pensión universal para el adulto mayor sin bonos","114873.886245137"
"2022","6","Pensión universal para el adulto mayor con bonos","114873.886245137"
"2022","6","Prestaciones previsionales por moratoria previsional sin bonos","2010311.42401032"
"2022","6","Prestaciones previsionales por moratoria previsional con bonos","2010311.42401032"
"2022","6","Prestación Alimentar","275873.904230477"
"2022","6","Potenciar trabajo","338743.239837368"
"2022","6","Monotributo social","21616.7338659803"
"2022","6","Programa de recuperación productiva","13657.7968928497"
"2022","6","Seguro de capacitación y empleo","57.2829232896185"
"2022","6","Asistencia al trabajo, empleo y producción","0"
"2022","6","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","269508.526862088"
"2022","6","Ingreso familiar de emergencia","0.678245317599749"
"2022","6","Programa de respaldo a estudiantes de Argentina","167012.954195741"
"2022","6","Plan 1000 dias","7374.44033929742"
"2022","6","Te sumo","855.555841983735"
"2022","7","Pensiones no contributivas por invalidez sin bonos","268397.220734271"
"2022","7","Pensiones no contributivas por invalidez con bonos","268397.220734271"
"2022","7","Pensiones no contributivas por vejez sin bonos","250.672287107971"
"2022","7","Pensiones no contributivas por vejez con bonos","250.672287107971"
"2022","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","104312.297269348"
"2022","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","104312.297269348"
"2022","7","Pensión universal para el adulto mayor sin bonos","72712.3640061964"
"2022","7","Pensión universal para el adulto mayor con bonos","72712.3640061964"
"2022","7","Prestaciones previsionales por moratoria previsional sin bonos","1265861.99851187"
"2022","7","Prestaciones previsionales por moratoria previsional con bonos","1265861.99851187"
"2022","7","Prestación Alimentar","250138.551377465"
"2022","7","Potenciar trabajo","455312.030586183"
"2022","7","Monotributo social","6517.4794563125"
"2022","7","Programa de recuperación productiva","854.257104595907"
"2022","7","Seguro de capacitación y empleo","67.7207741196755"
"2022","7","Asistencia al trabajo, empleo y producción","0"
"2022","7","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","258148.550875113"
"2022","7","Ingreso familiar de emergencia","0"
"2022","7","Programa de respaldo a estudiantes de Argentina","69684.0907634868"
"2022","7","Plan 1000 dias","7044.27089860828"
"2022","7","Te sumo","911.527695350374"
"2022","8","Pensiones no contributivas por invalidez sin bonos","251474.326096078"
"2022","8","Pensiones no contributivas por invalidez con bonos","251474.326096078"
"2022","8","Pensiones no contributivas por vejez sin bonos","234.273165521468"
"2022","8","Pensiones no contributivas por vejez con bonos","234.273165521468"
"2022","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","97414.7261142451"
"2022","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","97414.7261142451"
"2022","8","Pensión universal para el adulto mayor sin bonos","69194.4584691645"
"2022","8","Pensión universal para el adulto mayor con bonos","69194.4584691645"
"2022","8","Prestaciones previsionales por moratoria previsional sin bonos","1180951.75118126"
"2022","8","Prestaciones previsionales por moratoria previsional con bonos","1180951.75118126"
"2022","8","Prestación Alimentar","242078.932666134"
"2022","8","Potenciar trabajo","304747.639990657"
"2022","8","Monotributo social","19898.2005216758"
"2022","8","Programa de recuperación productiva","3684.26057761593"
"2022","8","Seguro de capacitación y empleo","90.2566019512618"
"2022","8","Asistencia al trabajo, empleo y producción","0"
"2022","8","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","276873.65292398"
"2022","8","Ingreso familiar de emergencia","0.590199374858377"
"2022","8","Programa de respaldo a estudiantes de Argentina","103706.634091802"
"2022","8","Plan 1000 dias","6546.03875771434"
"2022","8","Te sumo","1025.02497014645"
"2022","9","Pensiones no contributivas por invalidez sin bonos","274957.841495406"
"2022","9","Pensiones no contributivas por invalidez con bonos","337251.218112874"
"2022","9","Pensiones no contributivas por vejez sin bonos","236.929687093387"
"2022","9","Pensiones no contributivas por vejez con bonos","289.669725392879"
"2022","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","105850.391916457"
"2022","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","122664.405180431"
"2022","9","Pensión universal para el adulto mayor sin bonos","76623.1668148101"
"2022","9","Pensión universal para el adulto mayor con bonos","91723.9346618221"
"2022","9","Prestaciones previsionales por moratoria previsional sin bonos","1282189.46058069"
"2022","9","Prestaciones previsionales por moratoria previsional con bonos","1498469.57757876"
"2022","9","Prestación Alimentar","222279.914187153"
"2022","9","Potenciar trabajo","322191.098334343"
"2022","9","Monotributo social","8703.90781448588"
"2022","9","Programa de recuperación productiva","7159.1006332468"
"2022","9","Seguro de capacitación y empleo","71.2745772175369"
"2022","9","Asistencia al trabajo, empleo y producción","0"
"2022","9","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","290911.812441241"
"2022","9","Ingreso familiar de emergencia","0"
"2022","9","Programa de respaldo a estudiantes de Argentina","168703.84229247"
"2022","9","Plan 1000 dias","6938.99624818481"
"2022","9","Te sumo","496.389026672431"
"2022","10","Pensiones no contributivas por invalidez sin bonos","259722.215550534"
"2022","10","Pensiones no contributivas por invalidez con bonos","318564.712516234"
"2022","10","Pensiones no contributivas por vejez sin bonos","222.887758319273"
"2022","10","Pensiones no contributivas por vejez con bonos","272.502093502238"
"2022","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","99510.0148040351"
"2022","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","115316.702835882"
"2022","10","Pensión universal para el adulto mayor sin bonos","73616.4870447765"
"2022","10","Pensión universal para el adulto mayor con bonos","88131.9999069572"
"2022","10","Prestaciones previsionales por moratoria previsional sin bonos","1213251.01397636"
"2022","10","Prestaciones previsionales por moratoria previsional con bonos","1416713.02432261"
"2022","10","Prestación Alimentar","211512.996183161"
"2022","10","Potenciar trabajo","316201.386567522"
"2022","10","Monotributo social","10305.9744712269"
"2022","10","Programa de recuperación productiva","77.3753594001978"
"2022","10","Seguro de capacitación y empleo","73.0846044435595"
"2022","10","Asistencia al trabajo, empleo y producción","0"
"2022","10","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","273779.028772089"
"2022","10","Ingreso familiar de emergencia","0"
"2022","10","Programa de respaldo a estudiantes de Argentina","7468.66403476813"
"2022","10","Plan 1000 dias","6573.22090280973"
"2022","10","Te sumo","1334.7447416131"
"2022","11","Pensiones no contributivas por invalidez sin bonos","249219.96852062"
"2022","11","Pensiones no contributivas por invalidez con bonos","305682.620076438"
"2022","11","Pensiones no contributivas por vejez sin bonos","212.476414031719"
"2022","11","Pensiones no contributivas por vejez con bonos","259.773206389169"
"2022","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","94730.2974241781"
"2022","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","109777.405599293"
"2022","11","Pensión universal para el adulto mayor sin bonos","71710.2187119015"
"2022","11","Pensión universal para el adulto mayor con bonos","85856.9933212238"
"2022","11","Prestaciones previsionales por moratoria previsional sin bonos","1151824.0655145"
"2022","11","Prestaciones previsionales por moratoria previsional con bonos","1345782.13066822"
"2022","11","Prestación Alimentar","279982.635562264"
"2022","11","Potenciar trabajo","5120.74862319226"
"2022","11","Monotributo social","5702.31874912035"
"2022","11","Programa de recuperación productiva","2574.93168473251"
"2022","11","Seguro de capacitación y empleo","89.3218171702774"
"2022","11","Asistencia al trabajo, empleo y producción","5.29131244745805"
"2022","11","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","308700.254410341"
"2022","11","Ingreso familiar de emergencia","0.213593823682597"
"2022","11","Programa de respaldo a estudiantes de Argentina","60211.4914701765"
"2022","11","Plan 1000 dias","6563.05025165909"
"2022","11","Te sumo","1389.25000619708"
"2022","12","Pensiones no contributivas por invalidez sin bonos","414084.643102551"
"2022","12","Pensiones no contributivas por invalidez con bonos","491361.506552779"
"2022","12","Pensiones no contributivas por vejez sin bonos","331.292187034471"
"2022","12","Pensiones no contributivas por vejez con bonos","392.125442241249"
"2022","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","156133.607769682"
"2022","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","176561.794229175"
"2022","12","Pensión universal para el adulto mayor sin bonos","120487.592548698"
"2022","12","Pensión universal para el adulto mayor con bonos","140074.952322638"
"2022","12","Prestaciones previsionales por moratoria previsional sin bonos","1889304.85528806"
"2022","12","Prestaciones previsionales por moratoria previsional con bonos","2152942.29602983"
"2022","12","Prestación Alimentar","309254.900292638"
"2022","12","Potenciar trabajo","795774.145131269"
"2022","12","Monotributo social","23340.3501545351"
"2022","12","Programa de recuperación productiva","22590.3414337159"
"2022","12","Seguro de capacitación y empleo","72.0658084305107"
"2022","12","Asistencia al trabajo, empleo y producción","4.78610194446316"
"2022","12","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","283592.617014699"
"2022","12","Ingreso familiar de emergencia","0.135486091774562"
"2022","12","Programa de respaldo a estudiantes de Argentina","41309.8109966327"
"2022","12","Plan 1000 dias","7177.06102498635"
"2022","12","Te sumo","2063.99863687387"
"2023","1","Pensiones no contributivas por invalidez sin bonos","263221.207150896"
"2023","1","Pensiones no contributivas por invalidez con bonos","336917.460783925"
"2023","1","Pensiones no contributivas por vejez sin bonos","249.395009719417"
"2023","1","Pensiones no contributivas por vejez con bonos","316.94633000513"
"2023","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","97887.4932643517"
"2023","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","117098.142907307"
"2023","1","Pensión universal para el adulto mayor sin bonos","76932.4951316922"
"2023","1","Pensión universal para el adulto mayor con bonos","95692.461793896"
"2023","1","Prestaciones previsionales por moratoria previsional sin bonos","1200664.67270532"
"2023","1","Prestaciones previsionales por moratoria previsional con bonos","1434731.6591172"
"2023","1","Prestación Alimentar","208257.203733179"
"2023","1","Potenciar trabajo","283614.870853514"
"2023","1","Monotributo social","347.857787195915"
"2023","1","Programa de recuperación productiva","0"
"2023","1","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","279303.832960192"
"2023","1","Programa de respaldo a estudiantes de Argentina","51447.0615447264"
"2023","1","Plan 1000 dias","6292.17888412569"
"2023","1","Te sumo","1572.92146863074"
"2023","2","Pensiones no contributivas por invalidez sin bonos","252155.381346114"
"2023","2","Pensiones no contributivas por invalidez con bonos","322757.824533825"
"2023","2","Pensiones no contributivas por vejez sin bonos","231.42981297088"
"2023","2","Pensiones no contributivas por vejez con bonos","294.079360700188"
"2023","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","90814.0394533985"
"2023","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","108637.506047925"
"2023","2","Pensión universal para el adulto mayor sin bonos","73059.3875202974"
"2023","2","Pensión universal para el adulto mayor con bonos","90875.8397635468"
"2023","2","Prestaciones previsionales por moratoria previsional sin bonos","1122463.94638452"
"2023","2","Prestaciones previsionales por moratoria previsional con bonos","1341901.33139216"
"2023","2","Prestación Alimentar","232517.353697692"
"2023","2","Potenciar trabajo","307186.473704269"
"2023","2","Monotributo social","14196.7759614219"
"2023","2","Programa de recuperación productiva","0"
"2023","2","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","256774.633753078"
"2023","2","Programa de respaldo a estudiantes de Argentina","79056.1759337505"
"2023","2","Plan 1000 dias","6065.22468145409"
"2023","2","Te sumo","1213.9037818544"
"2023","2","Registradas","1153.79972301892"
"2023","3","Pensiones no contributivas por invalidez sin bonos","273049.109247976"
"2023","3","Pensiones no contributivas por invalidez con bonos","371034.935715336"
"2023","3","Pensiones no contributivas por vejez sin bonos","247.888142728399"
"2023","3","Pensiones no contributivas por vejez con bonos","333.891306968762"
"2023","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","97953.8937311483"
"2023","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","122593.048802053"
"2023","3","Pensión universal para el adulto mayor sin bonos","80261.4180072015"
"2023","3","Pensión universal para el adulto mayor con bonos","105346.53705889"
"2023","3","Prestaciones previsionales por moratoria previsional sin bonos","1219022.4263684"
"2023","3","Prestaciones previsionales por moratoria previsional con bonos","1524280.05356592"
"2023","3","Prestación Alimentar","214649.079793577"
"2023","3","Potenciar trabajo","419560.546275779"
"2023","3","Monotributo social","34532.8108391518"
"2023","3","Programa de recuperación productiva","33.3280352711911"
"2023","3","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","377064.310061241"
"2023","3","Programa de respaldo a estudiantes de Argentina","103438.403946071"
"2023","3","Plan 1000 dias","6378.78277190956"
"2023","3","Te sumo","943.981446306833"
"2023","3","Registradas","566.206357491162"
"2023","4","Pensiones no contributivas por invalidez sin bonos","254641.894368802"
"2023","4","Pensiones no contributivas por invalidez con bonos","346032.388264676"
"2023","4","Pensiones no contributivas por vejez sin bonos","226.401586226887"
"2023","4","Pensiones no contributivas por vejez con bonos","304.970019864592"
"2023","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","89880.8151652818"
"2023","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","112488.881944531"
"2023","4","Pensión universal para el adulto mayor sin bonos","74577.2223578877"
"2023","4","Pensión universal para el adulto mayor con bonos","97885.1644195219"
"2023","4","Prestaciones previsionales por moratoria previsional sin bonos","1122984.70284069"
"2023","4","Prestaciones previsionales por moratoria previsional con bonos","1404103.94489817"
"2023","4","Prestación Alimentar","268082.176456305"
"2023","4","Potenciar trabajo","292851.242291625"
"2023","4","Monotributo social","0"
"2023","4","Programa de recuperación productiva","0"
"2023","4","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","229611.776086836"
"2023","4","Programa de respaldo a estudiantes de Argentina","59054.7050218045"
"2023","4","Plan 1000 dias","5845.81851273686"
"2023","4","Te sumo","631.622293536374"
"2023","4","Registradas","1088.74140635538"
"2023","5","Pensiones no contributivas por invalidez sin bonos","238493.270030746"
"2023","5","Pensiones no contributivas por invalidez con bonos","324089.604183599"
"2023","5","Pensiones no contributivas por vejez sin bonos","208.259424274288"
"2023","5","Pensiones no contributivas por vejez con bonos","280.499853543923"
"2023","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","82890.7832396896"
"2023","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","103740.542979567"
"2023","5","Pensión universal para el adulto mayor sin bonos","69556.8256262856"
"2023","5","Pensión universal para el adulto mayor con bonos","91295.9786630168"
"2023","5","Prestaciones previsionales por moratoria previsional sin bonos","1043391.82365678"
"2023","5","Prestaciones previsionales por moratoria previsional con bonos","1303814.28390798"
"2023","5","Prestación Alimentar","247281.976185157"
"2023","5","Potenciar trabajo","289121.204556017"
"2023","5","Monotributo social","22647.9524471601"
"2023","5","Programa de recuperación productiva","0"
"2023","5","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","205214.926987366"
"2023","5","Programa de respaldo a estudiantes de Argentina","48137.272018156"
"2023","5","Plan 1000 dias","5381.01590391989"
"2023","5","Te sumo","422.11454747314"
"2023","5","Registradas","598.909781565646"
"2023","6","Pensiones no contributivas por invalidez sin bonos","413328.223210486"
"2023","6","Pensiones no contributivas por invalidez con bonos","495122.446891685"
"2023","6","Pensiones no contributivas por vejez sin bonos","352.275618316753"
"2023","6","Pensiones no contributivas por vejez con bonos","419.685458442946"
"2023","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","141346.646752878"
"2023","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","160948.282294293"
"2023","6","Pensión universal para el adulto mayor sin bonos","118940.429289631"
"2023","6","Pensión universal para el adulto mayor con bonos","139434.503704476"
"2023","6","Prestaciones previsionales por moratoria previsional sin bonos","1793642.04548127"
"2023","6","Prestaciones previsionales por moratoria previsional con bonos","2041562.1577269"
"2023","6","Prestación Alimentar","235747.768004537"
"2023","6","Potenciar trabajo","286061.175994861"
"2023","6","Monotributo social","12662.6631651991"
"2023","6","Programa de recuperación productiva","0"
"2023","6","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","253527.971681201"
"2023","6","Programa de respaldo a estudiantes de Argentina","178897.985142987"
"2023","6","Plan 1000 dias","6264.59222806669"
"2023","6","Te sumo","306.159652540735"
"2023","6","Registradas","1411.9187313683"
"2023","7","Pensiones no contributivas por invalidez sin bonos","258088.381070926"
"2023","7","Pensiones no contributivas por invalidez con bonos","344910.657102689"
"2023","7","Pensiones no contributivas por vejez sin bonos","215.515486330028"
"2023","7","Pensiones no contributivas por vejez con bonos","285.588744410407"
"2023","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","88398.0573849678"
"2023","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","109238.131818105"
"2023","7","Pensión universal para el adulto mayor sin bonos","74389.1489050018"
"2023","7","Pensión universal para el adulto mayor con bonos","96178.1949275685"
"2023","7","Prestaciones previsionales por moratoria previsional sin bonos","1155201.63558154"
"2023","7","Prestaciones previsionales por moratoria previsional con bonos","1422598.38548594"
"2023","7","Prestación Alimentar","221292.989400888"
"2023","7","Potenciar trabajo","435494.117481139"
"2023","7","Monotributo social","19935.4966389982"
"2023","7","Programa de recuperación productiva","824.763528583261"
"2023","7","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","284268.67186708"
"2023","7","Programa de respaldo a estudiantes de Argentina","118991.88310504"
"2023","7","Plan 1000 dias","5724.29067145565"
"2023","7","Te sumo","210.637360127524"
"2023","7","Registradas","870.894971017735"
"2023","8","Pensiones no contributivas por invalidez sin bonos","233914.322358637"
"2023","8","Pensiones no contributivas por invalidez con bonos","326489.04644173"
"2023","8","Pensiones no contributivas por vejez sin bonos","187.36930035286"
"2023","8","Pensiones no contributivas por vejez con bonos","259.133993576996"
"2023","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","78276.6309678163"
"2023","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","99987.0303940688"
"2023","8","Pensión universal para el adulto mayor sin bonos","65967.270519014"
"2023","8","Pensión universal para el adulto mayor con bonos","88699.4517356895"
"2023","8","Prestaciones previsionales por moratoria previsional sin bonos","1036519.14013313"
"2023","8","Prestaciones previsionales por moratoria previsional con bonos","1319100.14220769"
"2023","8","Prestación Alimentar","263742.74957582"
"2023","8","Potenciar trabajo","305994.034422907"
"2023","8","Monotributo social","0"
"2023","8","Programa de recuperación productiva","1011.85221984728"
"2023","8","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","202532.811328273"
"2023","8","Programa de respaldo a estudiantes de Argentina","115337.646014534"
"2023","8","Plan 1000 dias","5126.82797164465"
"2023","8","Te sumo","159.718474417769"
"2023","8","Registradas","1745.78164045231"
"2023","9","Pensiones no contributivas por invalidez sin bonos","256355.057100094"
"2023","9","Pensiones no contributivas por invalidez con bonos","408593.641524648"
"2023","9","Pensiones no contributivas por vejez sin bonos","201.420505405335"
"2023","9","Pensiones no contributivas por vejez con bonos","317.124901846954"
"2023","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","85226.4490475695"
"2023","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","120695.58855739"
"2023","9","Pensión universal para el adulto mayor sin bonos","71966.3212338466"
"2023","9","Pensión universal para el adulto mayor con bonos","109177.694819862"
"2023","9","Prestaciones previsionales por moratoria previsional sin bonos","1140208.80860693"
"2023","9","Prestaciones previsionales por moratoria previsional con bonos","1608398.43712986"
"2023","9","Prestación Alimentar","227065.226918474"
"2023","9","Potenciar trabajo","330821.682693129"
"2023","9","Monotributo social","20632.3415570301"
"2023","9","Programa de recuperación productiva","954.136289186193"
"2023","9","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","214613.452551206"
"2023","9","Programa de respaldo a estudiantes de Argentina","105035.082758142"
"2023","9","Plan 1000 dias","5350.50819887391"
"2023","9","Te sumo","115.636313436992"
"2023","9","Registradas","1147.09747644209"
"2023","10","Pensiones no contributivas por invalidez sin bonos","239306.950586441"
"2023","10","Pensiones no contributivas por invalidez con bonos","381413.865468202"
"2023","10","Pensiones no contributivas por vejez sin bonos","179.569308974883"
"2023","10","Pensiones no contributivas por vejez con bonos","282.757593602317"
"2023","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","78295.3559068721"
"2023","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","110879.479707319"
"2023","10","Pensión universal para el adulto mayor sin bonos","66334.8098473057"
"2023","10","Pensión universal para el adulto mayor con bonos","100633.911536241"
"2023","10","Prestaciones previsionales por moratoria previsional sin bonos","1079084.1752769"
"2023","10","Prestaciones previsionales por moratoria previsional con bonos","1517717.84773282"
"2023","10","Prestación Alimentar","211228.273925973"
"2023","10","Potenciar trabajo","326178.278180569"
"2023","10","Monotributo social","33.0562326522715"
"2023","10","Programa de recuperación productiva","0"
"2023","10","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","199838.405302045"
"2023","10","Programa de respaldo a estudiantes de Argentina","98480.2692468361"
"2023","10","Plan 1000 dias","4909.93004975068"
"2023","10","Te sumo","80.4141356090038"
"2023","10","Registradas","0"
"2023","11","Pensiones no contributivas por invalidez sin bonos","213805.429431806"
"2023","11","Pensiones no contributivas por invalidez con bonos","340775.316379467"
"2023","11","Pensiones no contributivas por vejez sin bonos","155.981367098003"
"2023","11","Pensiones no contributivas por vejez con bonos","245.640871490987"
"2023","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","69063.3176362598"
"2023","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","97805.3042395503"
"2023","11","Pensión universal para el adulto mayor sin bonos","58700.8715363158"
"2023","11","Pensión universal para el adulto mayor con bonos","89052.0794585874"
"2023","11","Prestaciones previsionales por moratoria previsional sin bonos","949593.565277241"
"2023","11","Prestaciones previsionales por moratoria previsional con bonos","1340508.3979402"
"2023","11","Prestación Alimentar","186451.843450134"
"2023","11","Potenciar trabajo","36677.1141012049"
"2023","11","Monotributo social","12758.8408551496"
"2023","11","Programa de recuperación productiva","0"
"2023","11","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","176636.219163653"
